"","Package","LibPath","Version","Priority","Depends","Imports","NeedsCompilation","Built","whereat"
"corrplot","corrplot","C:/Users/Ilya/Documents/R/win-library/4.0","0.84",NA,NA,NA,"no","4.0.0","CRAN"
"corrr","corrr","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.2",NA,"R (>= 3.3.0)","dplyr (>= 0.8), ggplot2 (>= 2.2.0), seriation (>= 1.2-0),
purrr (>= 0.2.2), tibble (>= 2.0), ggrepel (>= 0.6.5), methods
(>= 3.4.3), rlang (>= 0.4.0)","no","4.0.0","CRAN"
"countrycode","countrycode","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 2.10)",NA,"no","4.0.0","CRAN"
"covr","covr","C:/Users/Ilya/Documents/R/win-library/4.0","3.5.0",NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml","yes","4.0.0","CRAN"
"cowplot","cowplot","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.5.0)","ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales, utils","no","4.0.0","CRAN"
"CoxBoost","CoxBoost","C:/Users/Ilya/Documents/R/win-library/4.0","1.4",NA,"R (>= 2.14.0), survival, Matrix, prodlim",NA,"yes","4.0.0","CRAN"
"crayon","crayon","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.4",NA,NA,"grDevices, methods, utils","no","4.0.0","CRAN"
"crosstalk","crosstalk","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0.1",NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6","no","4.0.0","CRAN"
"crrstep","crrstep","C:/Users/Ilya/Documents/R/win-library/4.0","2015-2.1",NA,"cmprsk",NA,"no","4.0.0","CRAN"
"crul","crul","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.0",NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime","no","4.0.0","CRAN"
"cubature","cubature","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.4.1",NA,NA,"Rcpp","yes","4.0.2","CRAN"
"cubelyr","cubelyr","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.2)","dplyr, glue, pillar, purrr, rlang, tibble, tidyselect","no","4.0.2","CRAN"
"curl","curl","C:/Users/Ilya/Documents/R/win-library/4.0","4.3",NA,"R (>= 3.0.0)",NA,"yes","4.0.0","CRAN"
"CVST","CVST","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-2",NA,"kernlab,Matrix",NA,"no","4.0.0","CRAN"
"cyclocomp","cyclocomp","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,NA,"callr, crayon, desc, remotes, withr","no","4.0.0","CRAN"
"D3partitionR","D3partitionR","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.0",NA,"R (>= 3.3.1)","data.table, magrittr, htmlwidgets, functional, RColorBrewer,
titanic","no","4.0.0","CRAN"
"d3r","d3r","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.0",NA,NA,"dplyr, htmltools, rlang, tidyr (>= 0.8.3)","no","4.0.0","CRAN"
"DAAG","DAAG","C:/Users/Ilya/Documents/R/win-library/4.0","1.24",NA,"R (>= 2.10.0), lattice","latticeExtra, methods","no","4.0.0","CRAN"
"dabestr","dabestr","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.5.0), boot, magrittr","cowplot, dplyr, ellipsis, ggplot2 (>= 3.2), forcats, ggforce,
ggbeeswarm, plyr, RColorBrewer, rlang, simpleboot, stringr,
tibble, tidyr","no","4.0.0","CRAN"
"daff","daff","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.5",NA,NA,"V8 (>= 0.6), jsonlite, utils","no","4.0.0","CRAN"
"data.table","data.table","C:/Users/Ilya/Documents/R/win-library/4.0","1.12.8",NA,"R (>= 3.1.0)","methods","yes","4.0.0","CRAN"
"data.tree","data.tree","C:/Users/Ilya/Documents/R/win-library/4.0","0.7.11",NA,"R (>= 3.0)","R6, stringr, methods","no","4.0.0","CRAN"
"DataExplorer","DataExplorer","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.1",NA,"R (>= 3.5)","data.table (>= 1.12.8), reshape2 (>= 1.4.3), scales (>=
1.1.0), ggplot2, gridExtra, rmarkdown (>= 2.0), networkD3 (>=
0.4), stats, utils, tools, parallel","no","4.0.0","CRAN"
"datapasta","datapasta","C:/Users/Ilya/Documents/R/win-library/4.0","3.1.0",NA,"R (>= 3.3.0)","readr (>= 1.2.0), clipr (>= 0.3.0), rstudioapi (>= 0.6),
methods","no","4.0.0","CRAN"
"datasauRus","datasauRus","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.4",NA,"R (>= 3.0.0)",NA,"no","4.0.0","CRAN"
"date","date","C:/Users/Ilya/Documents/R/win-library/4.0","1.2-39",NA,NA,"graphics","yes","4.0.0","CRAN"
"DBI","DBI","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"methods, R (>= 3.0.0)",NA,"no","4.0.0","CRAN"
"dbplyr","dbplyr","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.4",NA,"R (>= 3.1)","assertthat (>= 0.2.0), DBI (>= 1.0.0), dplyr (>= 0.8.0), glue
(>= 1.2.0), lifecycle, magrittr, methods, purrr (>= 0.2.5), R6
(>= 2.2.2), rlang (>= 0.2.0), tibble (>= 1.4.2), tidyselect (>=
0.2.4), blob (>= 1.2.0), utils","no","4.0.0","CRAN"
"ddalpha","ddalpha","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.11",NA,"R (>= 2.10), stats, utils, graphics, grDevices, MASS, class,
robustbase, sfsmisc, geometry","Rcpp (>= 0.11.0)","yes","4.0.0","CRAN"
"debugme","debugme","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,NA,"crayon, grDevices","no","4.0.0","CRAN"
"debugr","debugr","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.1",NA,"R (>= 3.5.0)","utils, rprojroot, rstudioapi","no","4.0.0","CRAN"
"deldir","deldir","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-25",NA,"R (>= 0.99)","graphics, grDevices","yes","4.0.0","CRAN"
"dendextend","dendextend","C:/Users/Ilya/Documents/R/win-library/4.0","1.13.4",NA,"R (>= 3.0.0)","utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis","no","4.0.0","CRAN"
"DEoptimR","DEoptimR","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-8",NA,NA,"stats","no","4.0.0","CRAN"
"Deriv","Deriv","C:/Users/Ilya/Documents/R/win-library/4.0","4.0",NA,NA,"methods","no","4.0.0","CRAN"
"desc","desc","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 3.1.0)","assertthat, utils, R6, crayon, rprojroot","no","4.0.0","CRAN"
"descr","descr","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.4",NA,NA,"xtable, utils, grDevices, graphics, stats","yes","4.0.0","CRAN"
"DescTools","DescTools","C:/Users/Ilya/Documents/R/win-library/4.0","0.99.37",NA,"base, stats, R (>= 3.6.0)","graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10), rstudioapi, Exact","yes","4.0.2","CRAN"
"deSolve","deSolve","C:/Users/Ilya/Documents/R/win-library/4.0","1.28",NA,"R (>= 3.3.0)","methods, graphics, grDevices, stats","yes","4.0.0","CRAN"
"Devore7","Devore7","C:/Users/Ilya/Documents/R/win-library/4.0","0.7.6",NA,"R(>= 2.4.0), MASS, lattice",NA,"no","4.0.0","CRAN"
"devtools","devtools","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.0",NA,"R (>= 3.0.2), usethis (>= 1.6.0)","callr (>= 3.4.3), cli (>= 2.0.2), covr (>= 3.5.0), crayon (>=
1.3.4), desc (>= 1.2.0), digest (>= 0.6.25), DT (>= 0.13),
ellipsis (>= 0.3.0), glue (>= 1.4.0), git2r (>= 0.26.1), httr
(>= 1.4.1), jsonlite (>= 1.6.1), memoise (>= 1.1.0), pkgbuild
(>= 1.0.6), pkgload (>= 1.0.2), rcmdcheck (>= 1.3.3), remotes
(>= 2.1.1), rlang (>= 0.4.5), roxygen2 (>= 7.1.0), rstudioapi
(>= 0.11), rversions (>= 2.0.1), sessioninfo (>= 1.1.1), stats,
testthat (>= 2.3.2), tools, utils, withr (>= 2.1.2)","no","4.0.0","CRAN"
"dfidx","dfidx","C:/Users/Ilya/Documents/R/win-library/4.0","0.0-3",NA,"R (>= 2.10)","dplyr, Formula","no","4.0.0","CRAN"
"dfoptim","dfoptim","C:/Users/Ilya/Documents/R/win-library/4.0","2018.2-1",NA,"R (>= 2.10.1)",NA,"no","4.0.0","CRAN"
"DiagrammeR","DiagrammeR","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.6.1",NA,"R (>= 3.2.0)","dplyr (>= 0.7.6), downloader (>= 0.4), glue (>= 1.3.0),
htmltools (>= 0.3.6), htmlwidgets (>= 1.2), igraph (>= 1.2.2),
influenceR (>= 0.1.0), magrittr (>= 1.5), purrr (>= 0.2.5),
RColorBrewer (>= 1.1-2), readr (>= 1.1.1), rlang (>= 0.2.2),
rstudioapi (>= 0.7), scales (>= 1.0.0), stringr (>= 1.3.1),
tibble (>= 1.4.2), tidyr (>= 0.8.1), viridis (>= 0.5.1),
visNetwork (>= 2.0.4)","no","4.0.0","CRAN"
"DiagrammeRsvg","DiagrammeRsvg","C:/Users/Ilya/Documents/R/win-library/4.0","0.1",NA,NA,"V8 (>= 0.10)","no","4.0.0","CRAN"
"DiceKriging","DiceKriging","C:/Users/Ilya/Documents/R/win-library/4.0","1.5.6",NA,"methods",NA,"yes","4.0.0","CRAN"
"dichromat","dichromat","C:/Users/Ilya/Documents/R/win-library/4.0","2.0-0",NA,"R (>= 2.10), stats",NA,NA,"4.0.0","CRAN"
"diffobj","diffobj","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.1.0)","crayon (>= 1.3.2), tools, methods, utils, stats","yes","4.0.0","CRAN"
"digest","digest","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.25",NA,"R (>= 3.1.0)","utils","yes","4.0.0","CRAN"
"dimRed","dimRed","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.3",NA,"R (>= 3.0.0), DRR","magrittr, methods","yes","4.0.0","CRAN"
"diptest","diptest","C:/Users/Ilya/Documents/R/win-library/4.0","0.75-7",NA,NA,NA,"yes","4.0.0","CRAN"
"directlabels","directlabels","C:/Users/Ilya/Documents/R/win-library/4.0","2020.6.17",NA,NA,"grid, quadprog","no","4.0.2","CRAN"
"distributional","distributional","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,NA,"vctrs (>= 0.3.0), rlang (>= 0.4.5), generics, ellipsis, stats,
numDeriv, ggplot2, scales, farver, digest, utils, lifecycle","no","4.0.0","CRAN"
"DistributionUtils","DistributionUtils","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-0",NA,"R (>= 3.0.1)",NA,"yes","4.0.0","CRAN"
"dlm","dlm","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-5",NA,NA,"stats, utils, methods, grDevices, graphics","yes","4.0.0","CRAN"
"doBy","doBy","C:/Users/Ilya/Documents/R/win-library/4.0","4.6.7",NA,"R (>= 3.6.0), methods","pbkrtest (>= 0.4-8.1), MASS, Matrix, magrittr, Deriv, tibble,
broom, ggplot2, dplyr","no","4.0.2","CRAN"
"docopt","docopt","C:/Users/Ilya/Documents/R/win-library/4.0","0.7.1",NA,NA,"methods","no","4.0.2","CRAN"
"docxtractr","docxtractr","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.5",NA,"R (>= 3.6.0)","tools, xml2, purrr, dplyr, utils, httr, magrittr","no","4.0.2","CRAN"
"doFuture","doFuture","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.0",NA,"globals (>= 0.12.5), future (>= 1.15.1), foreach (>= 1.4.7),
iterators (>= 1.0.12), parallel, utils",NA,"no","4.0.0","CRAN"
"doParallel","doParallel","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.15",NA,"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel, utils",NA,"no","4.0.0","CRAN"
"doRNG","doRNG","C:/Users/Ilya/Documents/R/win-library/4.0","1.8.2",NA,"R (>= 3.0.0), foreach, rngtools (>= 1.5)","stats, utils, iterators","no","4.0.0","CRAN"
"dotCall64","dotCall64","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-0",NA,"R (>= 3.1)",NA,"yes","4.0.0","CRAN"
"downloader","downloader","C:/Users/Ilya/Documents/R/win-library/4.0","0.4",NA,NA,"utils, digest","no","4.0.0","CRAN"
"dplyr","dplyr","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.2.0)","ellipsis, generics, glue (>= 1.3.2), lifecycle (>= 0.2.0),
magrittr (>= 1.5), methods, R6, rlang (>= 0.4.6), tibble (>=
2.1.3), tidyselect (>= 1.1.0), utils, vctrs (>= 0.3.0)","yes","4.0.0","CRAN"
"DRR","DRR","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.4",NA,"kernlab, CVST, Matrix","stats, methods","no","4.0.0","CRAN"
"DT","DT","C:/Users/Ilya/Documents/R/win-library/4.0","0.14",NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), jsonlite (>=
0.9.16), magrittr, crosstalk, promises","no","4.0.2","CRAN"
"dtplyr","dtplyr","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.2)","crayon, data.table (>= 1.12.4), dplyr (>= 0.8.1), rlang,
tibble, tidyselect","no","4.0.0","CRAN"
"dtt","dtt","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-2",NA,NA,NA,"no","4.0.0","CRAN"
"dtw","dtw","C:/Users/Ilya/Documents/R/win-library/4.0","1.21-3",NA,"R (>= 2.10.0), proxy","graphics, grDevices, stats, utils","yes","4.0.0","CRAN"
"dtwclust","dtwclust","C:/Users/Ilya/Documents/R/win-library/4.0","5.5.6",NA,"R (>= 3.2.0), methods, proxy (>= 0.4-16), dtw","parallel, stats, utils, bigmemory, clue, cluster, dplyr,
flexclust, foreach, ggplot2, ggrepel, Matrix, nloptr, RSpectra,
Rcpp, RcppParallel (>= 4.4.0), reshape2, shiny, shinyjs","yes","4.0.0","CRAN"
"dummies","dummies","C:/Users/Ilya/Documents/R/win-library/4.0","1.5.6",NA,"utils",NA,NA,"4.0.0","CRAN"
"dygraphs","dygraphs","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.1.6",NA,"R (>= 3.0)","magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)","no","4.0.0","CRAN"
"dynlm","dynlm","C:/Users/Ilya/Documents/R/win-library/4.0","0.3-6",NA,"R (>= 2.10.0), zoo","stats, car (>= 2.0-0), lmtest","no","4.0.0","CRAN"
"e1071","e1071","C:/Users/Ilya/Documents/R/win-library/4.0","1.7-3",NA,NA,"graphics, grDevices, class, stats, methods, utils","yes","4.0.0","CRAN"
"Ecdat","Ecdat","C:/Users/Ilya/Documents/R/win-library/4.0","0.3-7",NA,"R (>= 3.5.0), Ecfun",NA,"no","4.0.0","CRAN"
"Ecfun","Ecfun","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-2",NA,"R (>= 3.5.0)","fda, gdata, RCurl, XML, tis, jpeg, MASS, TeachingDemos,
stringi, methods, xml2, BMA, mvtnorm","no","4.0.0","CRAN"
"echarts4r","echarts4r","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.2",NA,NA,"htmlwidgets, magrittr, dplyr (>= 0.7.0), purrr, countrycode,
d3r, broom, shiny, scales, corrplot, data.tree, htmltools,
jsonlite, rstudioapi","no","4.0.2","CRAN"
"edeaR","edeaR","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.5",NA,"R(>= 3.0.0)","bupaR (>= 0.4.1), dplyr, data.table, ggplot2, ggthemes, glue,
tibble, shiny, miniUI, tidyr, shinyTime, lubridate, purrr,
stringr, rlang, zoo, hms, forcats","no","4.0.0","CRAN"
"eeptools","eeptools","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.4",NA,"R (>= 2.15.1), ggplot2","arm, data.table, vcd, maptools","no","4.0.0","CRAN"
"effects","effects","C:/Users/Ilya/Documents/R/win-library/4.0","4.1-4",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability","no","4.0.0","CRAN"
"effectsize","effectsize","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.2)","insight (>= 0.8.4), bayestestR (>= 0.6.0), parameters (>=
0.7.0), stats, utils","no","4.0.0","CRAN"
"eha","eha","C:/Users/Ilya/Documents/R/win-library/4.0","2.8.1",NA,"R (>= 3.0.0), survival (>= 2.42-5)","stats, graphics","yes","4.0.0","CRAN"
"ei","ei","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-3",NA,"R (>= 2.5.0), eiPack","mvtnorm, msm, tmvtnorm, ellipse, plotrix, MASS, ucminf,
cubature, mnormt, foreach, sp","no","4.0.0","CRAN"
"eiPack","eiPack","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-1",NA,"R (>= 2.0.0)","MASS, coda, msm","yes","4.0.0","CRAN"
"elastic","elastic","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,NA,"utils, curl (>= 2.2), crul (>= 0.9.0), jsonlite (>= 1.1), R6","no","4.0.0","CRAN"
"elasticsearchr","elasticsearchr","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,NA,"httr, jsonlite, dplyr","no","4.0.0","CRAN"
"ellipse","ellipse","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.2",NA,"R (>= 2.0.0),graphics,stats",NA,"no","4.0.0","CRAN"
"ellipsis","ellipsis","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.2)","rlang (>= 0.3.0)","yes","4.0.0","CRAN"
"elliptic","elliptic","C:/Users/Ilya/Documents/R/win-library/4.0","1.4-0",NA,"R (>= 2.5.0)","MASS","no","4.0.0","CRAN"
"emmeans","emmeans","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.8",NA,"R (>= 3.2)","estimability (>= 1.3), graphics, methods, numDeriv, stats,
utils, plyr, mvtnorm, xtable (>= 1.8-2)","no","4.0.2","CRAN"
"emoa","emoa","C:/Users/Ilya/Documents/R/win-library/4.0","0.5-0.1",NA,NA,NA,"yes","4.0.0","CRAN"
"enc","enc","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.2",NA,"R (>= 3.1)","methods","yes","4.0.0","CRAN"
"english","english","C:/Users/Ilya/Documents/R/win-library/4.0","1.2-5",NA,NA,NA,"no","4.0.0","CRAN"
"ensurer","ensurer","C:/Users/Ilya/Documents/R/win-library/4.0","1.1",NA,NA,NA,"no","4.0.0","CRAN"
"envnames","envnames","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.0",NA,NA,NA,"yes","4.0.0","CRAN"
"Epi","Epi","C:/Users/Ilya/Documents/R/win-library/4.0","2.40",NA,"R (>= 3.5.0), utils","cmprsk, etm, splines, MASS, survival, plyr, Matrix, numDeriv,
data.table, zoo, mgcv","yes","4.0.0","CRAN"
"ergm","ergm","C:/Users/Ilya/Documents/R/win-library/4.0","3.10.4",NA,"network (>= 1.15)","robustbase (>= 0.93.5), coda (>= 0.19.2), trust (>= 0.1.7),
Matrix (>= 1.2.17), lpSolve (>= 5.6.13), parallel, methods,
MASS (>= 7.3.51.4), statnet.common (>= 4.3.0), purrr (>=
0.3.2), rlang (>= 0.3.4), tibble (>= 2.1.1), dplyr (>= 0.8.0.1)","yes","4.0.0","CRAN"
"ergm.count","ergm.count","C:/Users/Ilya/Documents/R/win-library/4.0","3.4.0",NA,"ergm (>= 3.10.1), network (>= 1.15)","statnet.common (>= 4.2.0)","yes","4.0.0","CRAN"
"esquisse","esquisse","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,NA,"miniUI, rstudioapi, shiny (>= 1.0.0), htmltools, jsonlite,
shinyWidgets (>= 0.4.1), ggplot2 (>= 3.0.0), scales, stringi,
rlang (>= 0.3.1), grDevices","no","4.0.0","CRAN"
"estimability","estimability","C:/Users/Ilya/Documents/R/win-library/4.0","1.3",NA,"stats",NA,"no","4.0.0","CRAN"
"etm","etm","C:/Users/Ilya/Documents/R/win-library/4.0","1.1",NA,"R (>= 3.0.0)","survival, lattice, data.table, Rcpp (>= 0.11.4)","yes","4.0.0","CRAN"
"evaluate","evaluate","C:/Users/Ilya/Documents/R/win-library/4.0","0.14",NA,"R (>= 3.0.2)","methods","no","4.0.0","CRAN"
"eventdataR","eventdataR","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.0)",NA,"no","4.0.0","CRAN"
"Exact","Exact","C:/Users/Ilya/Documents/R/win-library/4.0","2.0",NA,"R (>= 3.1.0)","graphics, stats","no","4.0.0","CRAN"
"exactRankTests","exactRankTests","C:/Users/Ilya/Documents/R/win-library/4.0","0.8-31",NA,"R (>= 2.4.0), stats, utils",NA,"yes","4.0.0","CRAN"
"excelR","excelR","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.0",NA,NA,"htmlwidgets (>= 1.3), jsonlite (>= 1.6)","no","4.0.0","CRAN"
"exifr","exifr","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,NA,"curl, plyr, tibble, jsonlite, utils, rappdirs","no","4.0.0","CRAN"
"expm","expm","C:/Users/Ilya/Documents/R/win-library/4.0","0.999-4",NA,"Matrix","methods","yes","4.0.0","CRAN"
"extraDistr","extraDistr","C:/Users/Ilya/Documents/R/win-library/4.0","1.8.11",NA,"R (>= 3.1.0)","Rcpp","yes","4.0.0","CRAN"
"extrafont","extrafont","C:/Users/Ilya/Documents/R/win-library/4.0","0.17",NA,"R (>= 2.15)","extrafontdb, grDevices, utils, Rttf2pt1","no","4.0.0","CRAN"
"extrafontdb","extrafontdb","C:/Users/Ilya/Documents/R/win-library/4.0","1.0",NA,"R (>= 2.14)",NA,NA,"4.0.0","CRAN"
"ez","ez","C:/Users/Ilya/Documents/R/win-library/4.0","4.4-0",NA,"R (>= 3.1)","car (>= 2.1-3), ggplot2 (>= 2.1.0), lme4 (>= 1.1-12), MASS (>=
7.3-45), Matrix (>= 1.2-7.1), mgcv (>= 1.8-12), plyr (>=
1.8.4), reshape2 (>= 1.4.2), scales (>= 0.4.0), stringr (>=
1.1.0)","no","4.0.0","CRAN"
"ezknitr","ezknitr","C:/Users/Ilya/Documents/R/win-library/4.0","0.6",NA,"R (>= 3.0.2)","knitr (>= 1.7), markdown (>= 0.7), R.utils (>= 1.34.0)","no","4.0.0","CRAN"
"fable","fable","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.1",NA,"R (>= 3.4.0), fabletools (>= 0.2.0)","Rcpp (>= 0.11.0), rlang (>= 0.4.6), stats, dplyr (>= 1.0.0),
tsibble (>= 0.9.0), tibble, tidyr, utils, distributional","yes","4.0.0","CRAN"
"fabletools","fabletools","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.1.3)","tsibble (>= 0.9.0), tibble (>= 1.4.1), ggplot2 (>= 3.0.0),
tidyselect, rlang (>= 0.4.5), stats, dplyr (>= 1.0.0), tidyr
(>= 1.1.0), generics, R6, utils, vctrs (>= 0.2.2),
distributional, progressr, lifecycle","no","4.0.0","CRAN"
"fabricatr","fabricatr","C:/Users/Ilya/Documents/R/win-library/4.0","0.10.0",NA,"R (>= 3.5.0)","rlang (>= 0.2.0)","no","4.0.0","CRAN"
"factoextra","factoextra","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.7",NA,"R (>= 3.1.2), ggplot2 (>= 2.2.0)","abind, cluster, dendextend, FactoMineR, ggpubr(>= 0.1.5),
grid, stats, reshape2, ggrepel, tidyr","no","4.0.0","CRAN"
"FactoMineR","FactoMineR","C:/Users/Ilya/Documents/R/win-library/4.0","2.3",NA,"R (>= 3.5.0)","car,cluster,ellipse,flashClust,graphics,grDevices,lattice,leaps,MASS,scatterplot3d,stats,utils,ggplot2,ggrepel","no","4.0.0","CRAN"
"Fahrmeir","Fahrmeir","C:/Users/Ilya/Documents/R/win-library/4.0","2016.5.31",NA,"stats, R (>= 2.1.0)",NA,"no","4.0.0","CRAN"
"fansi","fansi","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.1",NA,"R (>= 3.1.0)",NA,"yes","4.0.0","CRAN"
"faraway","faraway","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.7",NA,"R (>= 2.10)","lme4,nlme,methods","no","4.0.0","CRAN"
"farver","farver","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.3",NA,NA,NA,"yes","4.0.0","CRAN"
"fastcluster","fastcluster","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.25",NA,"R (>= 3.0.0)",NA,"yes","4.0.0","CRAN"
"fastICA","fastICA","C:/Users/Ilya/Documents/R/win-library/4.0","1.2-2",NA,"R (>= 3.0.0)",NA,"yes","4.0.0","CRAN"
"fastmap","fastmap","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,NA,NA,"yes","4.0.0","CRAN"
"fastmatch","fastmatch","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-0",NA,NA,NA,"yes","4.0.0","CRAN"
"fasttime","fasttime","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-2",NA,NA,NA,"yes","4.0.0","CRAN"
"fBasics","fBasics","C:/Users/Ilya/Documents/R/win-library/4.0","3042.89.1",NA,"R (>= 2.15.1), timeDate, timeSeries","stats, grDevices, graphics, methods, utils, MASS, spatial,
gss, stabledist","yes","4.0.0","CRAN"
"fda","fda","C:/Users/Ilya/Documents/R/win-library/4.0","5.1.4",NA,"R (>= 3.5), Matrix",NA,"no","4.0.0","CRAN"
"feasts","feasts","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.4",NA,"R (>= 3.5.0), fabletools (>= 0.2.0)","rlang (>= 0.2.0), tibble (>= 1.4.1), tsibble (>= 0.9.0),
ggplot2 (>= 3.0.0), dplyr (>= 1.0.0), tidyr (>= 0.8.3), scales
(>= 1.1.0), vctrs, lubridate, grid, slider, utils","no","4.0.0","CRAN"
"FFTrees","FFTrees","C:/Users/Ilya/Documents/R/win-library/4.0","1.5.5",NA,"R(>= 3.5.0)","rpart, circlize, parallel, graphics, randomForest, igraph,
e1071, crayon, scales, tibble, stringr, progress, pROC, caret,
dplyr, testthat, magrittr, tidyselect","no","4.0.0","CRAN"
"fGarch","fGarch","C:/Users/Ilya/Documents/R/win-library/4.0","3042.83.2",NA,"R (>= 2.15.1), timeDate, timeSeries, fBasics","fastICA, Matrix, graphics, methods, stats, utils","yes","4.0.0","CRAN"
"fields","fields","C:/Users/Ilya/Documents/R/win-library/4.0","10.3",NA,"R (>= 3.0), methods, spam, maps",NA,"yes","4.0.0","CRAN"
"filelock","filelock","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.2",NA,NA,NA,"yes","4.0.0","CRAN"
"fitdistrplus","fitdistrplus","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-1",NA,"R (>= 3.2.0), MASS, grDevices, survival, methods","stats","no","4.0.0","CRAN"
