"","Дата","Время","№","Мастер-технолог","Машинист","Сушильщик","Накатчик","Артикул","Вес м2","Примечание","Креп-фактор","Композиция (для целлюлозы)","Белизна","Формат ОБЩИЙ","Нож центрального реза в работе","Скорость Янки","Скорость наката","Производительность при формате 2850","Производительность","Формующая часть: Скорость смесительного насоса","Формующая часть: Угол напорного ящика","Формующая часть: Разница скорости струи/сетки","Формующая часть: Скорость струи","Формующая часть: Открытие щели напорного ящика","Формующая часть: Давление на напорном ящике","Формующая часть: Температура в лотке-успокоителе","Формующая часть: Давление СВД сетки (игольчатый) ","Формующая часть: Давление промывающего спрыска сетки (веерный ВД)","Формующая часть: Натяжение сетки","Прессовая часть: Натяжение сукна","Прессовая часть: Вакуум пресс","Прессовая часть: Вакуум 1-я сукномойка","Прессовая часть: Вакуум 2-я сукномойка","Прессовая часть: Вакуум 3-я сукномойка","Прессовая часть","Прессовая часть: Динамика роста вакуума","Прессовая часть: Открытие перемычки","Прессовая часть: Обороты регулируемого вакуумного насоса","Прессовая часть: Прижим прессовоговала лицо","Прессовая часть: Прижим прессовоговала привод","Прессовая часть: Давление орошающего спрыска сукна","Прессовая часть: Давление СВД сукна","Поток: Поток в машинный бассейн","Поток: Поток массы из машинного бассейна","Поток: Рециркуляция потока","Поток: Рециркуляция потока","Поток: Нагрузка насоса плотной маассы","Поток: Открытие клапана после насоса плотной массы","Поток: Концентрация при размоле","Поток: Расход массы с браковой линии брака","Поток: Расход массы с мак.участка","Поток: Доля брака","1-ой рафинер: Потребление энергии","1-ой рафинер: Удельное потребление энергии","2-ой рафинер: Потребление энергии","2-ой рафинер: Удельное потребление энергии","2-ой рафинер: Поток на флотацию(Об.в)","2-ой рафинер: Скорость скребка №1","2-ой рафинер: Скорость скребка №2","2-ой рафинер: Толщина папки","2-ой рафинер: Уровень ","Янки-циллиндр: Давление пара Янки цилиндра","Янки-циллиндр: Перепад давления","Янки-циллиндр: Давление в главном паропроводе","Янки-циллиндр: Температура конденсата","Янки-циллиндр: Скорость продува","Колпак МЧ: Температура колпака","Колпак МЧ: Циркуляционный вентилятор","Колпак МЧ: Потребление газа","Колпак СЧ: Температура колпака","Колпак СЧ: Циркуляционный вентилятор","Колпак СЧ: Потребление газа","Вытяжной вентиятор","Влагосодержание в воздухе","Производительность конвективной сушки","Производительность контактной сушки","Балланс сушки: Конвективная","Балланс сушки: Контактная","Шаберы: Съемный","Шаберы: Крепирующий ","Шаберы: Вылет крепирующего шабера","Шаберы: Очищающий","Адгезив: Марка","Адгезив: Уставка насоса","Адгезив","Адгезив: V","Адгезив: X","Адгезив: Расход по факту","Адгезив","Релиз: Марка","Релиз: Уставка насоа","Релиз: Расход по факту","Релиз","Релиз","Релиз","Релиз","Модификатор: Марка","Модификатор: Уставка насоса","Модификатор","Модификатор: V","Модификатор: X","Модификатор: Расход по факту","Модификатор","Давление прижима втроричных вилок: Пустой вал","Давление прижима втроричных вилок: D1","Давление прижима втроричных вилок: D2","Давление прижима втроричных вилок: Конец ","Перезаправка: Давление на клеевой заправке","Перезаправка: Время стабильной ленты","Перезаправка: Время подачи клея","Перезаправка: Уровень клея в ведре ","Перезаправка: Время продувки","Перезаправка: Время торможения","Перезаправка: Коээфициент разгона","Пеногаситель: Марка","Пеногаситель: Расход","Пеногаситель: Удельный расход (2850)","Пеногаситель: Удельный расход (обрезная)","Пассиватор сетки: Марка","Пассиватор сетки: Расход","Кондиционер : Марка","Кондиционер : Расход","Глинозем: Расход","Флокулянт: Марка","Флокулянт: Расход","Коагулянт: Расход","Смола: Марка","Смола: Расход","Смола: Удельный расход (2850)","Смола: Удельный расход (обрезная)","Эксперементальный химакат: Марка","Эксперементальный химакат: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Газ: Расход газа","Газ: Удельный расход газа  (2850)","Газ: Удельный расход газа (обрезная)","Пар: Расход пара","Пар: Удельный расход пара (2850)","Пар: Удельный расход пара (обрезная)","Вода: Расход свежей воды на БДМ","Вода"
"56","42383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"57","42384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"58","42384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"59","42384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"60","42384","1.2291666666666701","1","Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОПвл","21","сн","13",NA,"80","2700","a","1450","1261.5","4.5300465000000001","4.2916230000000004","922","1005","0.98199999999999998","1423.8999999999999","10.1","250",NA,"25","25","6.5","4.5999999999999996","-28","-32","-33",NA,-93,"1","50","50","105","105","3.5","20","1820",NA,"1820","1","75","80","4.5","510","1120","40","195","31",NA,NA,"4147","34","20","1","97","550","217","1618","140","47.7","405","1500","168","395","1495","166","1500","294","0.8","0.70512820512820518","0.53151618398637146","0.46848381601362865","2.9","3","30","1.8","BioTac B5","30",15.6,"4901","4.68","30","0.95490716180371349","BioRelease 80","56","60",109,4901,65.4,"13.344215466231383",NA,NA,NA,"-94.64",NA,NA,NA,"480","550","550","550","2","3","5","60","11","2","2",NA,"900","198.67345732543805","209.71087162129569",NA,NA,NA,NA,"40","Fennopol 7675","3.67",NA,"Kymene 920","150","33.112242887573011","34.951811936882613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334","73.729927496329225","77.826034579458621",NA,"0","0",NA,NA
"61","42385","0.47372685185185182","3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОПвл","21","СН","13",NA,"80","2700","a","1400","1218","4.3738380000000001","4.1436359999999999","921","1005","0.98199999999999998","1374.8","10.1","262",NA,"25","25","6.4","4.4000000000000004","-28","-33","-31",NA,-92,"-1.0869565217391304E-2","50","50","105","105","3.5","20","1771","1770","1","5.6465273856578201E-4","74","80","4.4000000000000004","450","964","30","192","32",NA,NA,"4800","34","20","1","97","550","210","1608","140","47.9","395","1487","181","160","1466","160","1500","381","0.55500000000000005","0.70512820512820518","0.4404313765388137","0.5595686234611863","2.9","3.2","30","1.8","BioTac B5","30",15.6,"4732","4.68","30","0.98901098901098905","BioRelease 80","55","58",109,4732,63.22,"13.360101437024513",NA,NA,NA,"-94.64",NA,NA,NA,"548","550","550","550","2","3","5","50","11","2","2",NA,"900","205.76893794420369","217.20054560777058",NA,NA,NA,NA,"40","Fennopol 7675","3.7",NA,"Kymene 920","160","36.58114452341399","38.613430330270326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"341","77.96356426552606","82.294873391388634","5.07","1.1591650170856809","1.223563073590441","361",NA
"62","42385",NA,"3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"63","42385","0.15574074074074074","2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОТ","17","СН","16",NA,"80","2700",NA,"1770","1486.8","4.3221276","4.0946471999999998","1161","1005","0.96699999999999997","1711.59","10.8","406",NA,"25","25","6.2","4","-30","-34","-34",NA,-98,"1","50","50","105","105","3","20","1970","1770","200","0.10152284263959391","74","80","4.4000000000000004","650","900","43","255","61",NA,NA,"4380","32","28","1","97.5","550","220","1632","139","45.8","477","1500","221","472","1620","207","1500","593","0.94899999999999995","0.70512820512820518","0.57371611043077919","0.42628388956922081","2.9","3.2","30","1.8","BioTac B5","46",15.6,"5982.5999999999995","7.1760000000000002","46","1.1994784876140809","BioRelease 80","59","53",109,5982.6,57.77,"9.6563367097917308",NA,NA,NA,"-101.39999999999999",NA,NA,NA,"548","550","550","550","2","3","5","60","11","5","2",NA,"900","208.23077967434372","219.79915632291838",NA,NA,NA,NA,"35","Organopol 6425","5.5",NA,NA,NA,"0","0","Fennofix 50","9",NA,NA,NA,NA,NA,NA,NA,NA,"428","99.025304111799016","104.52670989578785","4.74","1.0966821062848771","1.1576088899673702","385",NA
"64","42385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"65","42386","0.66666666666666696","4","Ракитин А. Н.","Ханин А. А.","Захаров В. В.","Гурьев М. С.","БОТ","17","сн","17",NA,"80","2700",NA,"1750","1452.5","4.2224174999999997","4.0001850000000001","1148","1005","0.96799999999999997","1694","10.7","398",NA,"25","25","6.2","4","-29","-34","-34",NA,-97,"1","50","50","105","105","3","20","1923","1715","208","0.10816432657306292","74","80","4.4000000000000004","566","877","39","355","62",NA,NA,"4964","32","29","1","97","540","216","1638","139","45.8","476","1500","213","471","1620","210","1500","591","0.94699999999999995","0.69230769230769229","0.57768288677208957","0.42231711322791049","2.9","3.2","30","1.8","BioTac B5","45",15.6,"5915","7.02","45","1.1868131868131868","BioRelease 80","62","62",109,5915,67.58,"11.425190194420964",NA,NA,NA,"-98.02",NA,NA,NA,"548","550","550","550","2","3","5","50","11","2","3",NA,NA,"0","0",NA,NA,NA,NA,"35","Organopol 6425",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423","100.17957722086933","105.74510928869539","4.6100000000000003","1.0917916099012002","1.1524466993401556","320",NA
"66","42386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"67","42386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"68","42386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"69","42387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"70","42387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"71","42387","0.19225694444444444","4","Ракитин А. Н.","Ханин А. А.","Захаров В. В.","Гурьев М. С.","БОТ","16.5","СН","21.5","100/0 ","84","2700",NA,"1700","1334.5","3.7652917499999998","3.5671184999999999","1087","1005","0.95299999999999996","1620.1","10.6","364",NA,"25","25","6","4.2","-29","-33","-33",NA,-95,"1","50","50","105","105","3","20","1843","1536","307","0.16657623440043406","71","80","4.2","606","927","41","355","77","172",NA,"4536","32","23","1","97","480","231","1630","132","56","439","1500","206","433","1620","186","1500","472","0.872","0.61538461538461542","0.58626396359122879","0.41373603640877127","2.9","3.2","30","1.8","BioTac B5","35",15.6,"5746","5.46","35","0.95022624434389136","BioRelease 80","71","71",109,5746,77.39,"13.468499825965889",NA,NA,NA,"-98.02",NA,NA,NA,"1028","550","550","550","2","3","5","50","11","2","3",NA,"900","239.02530262097221","252.3044860999151",NA,NA,NA,NA,"35","Organopol 6425","4.7","30",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"392","104.10879847491233","109.89262061240747","4.46","1.1845031663217067","1.2503088977840238","310",NA
"72","42387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"73","42388","0.77998842592592599","2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОТ","16","ПРС","19","100/0 ","84","2730",NA,"1600","1296","3.5458560000000001","3.3965567999999999","1042","1009","0.95099999999999996","1521.6","11.1","321",NA,"25","25","6.5","4.2","-30","-34","-34",NA,-98,"1","50","50","105","105","3","20","1900","1430","470","0.24736842105263157","67","80","4.3","650","740","40","355","63",NA,NA,"4000","32","25","1","97","450","225","1643","129","58","400","1495","176","390","1457","164","1500","369","0.79","0.57692307692307687","0.5779403489026449","0.42205965109735505","2.9","3.2","30","1.8","BioTac B5","75",15.6,"5408","11.7","75","2.1634615384615383","BioRelease 80","52","52",109,5408,56.68,"10.480769230769232",NA,"10",NA,"-101.39999999999999",NA,NA,NA,"548","550","550","550","2","3","5","50","11","8","3",NA,"900","253.81741390513321","264.97422330755666",NA,NA,NA,NA,"30",NA,"4.5","30",NA,NA,"0","0","Decumer 59 WE","9",NA,NA,NA,NA,NA,NA,NA,NA,"340","95.886578586383649","100.1013732495214","4.2","1.1844812648906216","1.2365463754352644","342",NA
"74","42388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"75","42388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"76","42388","1.0625","1","Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОТ","16.5","ПРС","22","100/0 ","84","2700",NA,"1750","1365","3.8513475000000001","3.6486450000000001","1147","1009","0.94899999999999995","1660.75","11.4","392",NA,"25","25","7","4.0999999999999996","-30","-34","-34",NA,-98,"1","50","50","105","105","3","20","1580","1593","-13","-8.2278481012658233E-3","71","80","4.3","560","1050","40","355","63",NA,NA,"3139","32","45","2","97","480","230","1630","132","52.9","468","1500","246","458","1500","192","1500","410","0.92600000000000005","0.61538461538461542","0.60075855873839701","0.39924144126160294","2.9","3.2","26","1.8","BioTac B5","87",15.6,"5915","13.26","85","2.2417582417582418","BioRelease 80","60","61",109,5915,66.49,"11.240912933220624",NA,"10",NA,"-101.39999999999999",NA,NA,NA,"548","550","550","550","2","3","5","50","11","8","3",NA,"900","233.68444421075998","246.66691333358",NA,NA,NA,NA,"30","Organopol 6425","4.5","30",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438","113.72642951590319","120.04456448900893",NA,"0","0",NA,NA
"77","42389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"78","42389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"79","42389","1.1666666666666701","2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОС","17","ПРС","14.5","70/30","84","2700",NA,"1500","1282.5","3.7282275","3.5320049999999998","997.1","1009","0.99","1485","10.4","306",NA,"25","25","7","4.5","-28","-33","-32",NA,-93,"1","50","50","105","105","3","20","1890","1650","240","0.12698412698412698","69","80","4.3","560","950","40","355","68","141",NA,"4444","29","30","1","97","550","139","1616","145","23","433","1500","201","423","1580","176","1500","446","0.85599999999999998","0.70512820512820518","0.54832139806845803","0.45167860193154197","2.9","3.2","28","1.8","BioTac B5","76",15.6,"5070","12.167999999999999","78","2.4","BioRelease 80","21","21",109,5070,22.89,"4.5147928994082838",NA,NA,NA,"-94.64",NA,NA,NA,"548","550","550","550","2","3","5","40","11","8","3",NA,"900","241.40157755930935","254.81277631260431",NA,NA,NA,NA,"10","Fennopol 7675","3.82","20",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"377","101.12043859984402","106.73824074427981","4.96","1.3303909163268604","1.4043015227894637","352",NA
