city;moscow_time;visits;uniqs;new_uniqs
Москва;27.01.2015 23:33;10;10;5
Москва;27.01.2015 23:34;26;26;12
Москва;27.01.2015 23:35;18;18;8
Москва;27.01.2015 23:36;21;21;7
Москва;27.01.2015 23:37;12;12;5
Москва;27.01.2015 23:38;15;15;8
Москва;27.01.2015 23:39;12;12;6
Москва;27.01.2015 23:40;12;12;5
Москва;27.01.2015 23:41;18;18;8
Москва;27.01.2015 23:42;12;12;5
Москва;27.01.2015 23:43;13;13;7
Москва;27.01.2015 23:44;15;15;6
Москва;27.01.2015 23:45;17;17;9
Москва;27.01.2015 23:46;17;17;10
Москва;27.01.2015 23:47;12;12;5
Москва;27.01.2015 23:48;10;10;6
Москва;27.01.2015 23:49;17;17;4
Москва;27.01.2015 23:50;13;13;7
Москва;27.01.2015 23:51;12;12;5
Москва;27.01.2015 23:52;17;17;7
Москва;27.01.2015 23:53;27;27;14
Москва;27.01.2015 23:54;23;23;8
Москва;27.01.2015 23:55;20;20;5
Москва;27.01.2015 23:56;12;12;7
Москва;27.01.2015 23:57;13;13;8
Москва;27.01.2015 23:58;10;10;5
Москва;27.01.2015 23:59;10;10;2
Москва;28.01.2015 0:00;12;12;6
Москва;28.01.2015 0:01;24;24;8
Москва;28.01.2015 0:02;20;20;10
Москва;28.01.2015 0:03;12;12;5
Москва;28.01.2015 0:04;9;9;6
Москва;28.01.2015 0:05;20;20;10
Москва;28.01.2015 0:06;15;15;6
Москва;28.01.2015 0:07;13;13;6
Москва;28.01.2015 0:08;6;6;4
Москва;28.01.2015 0:09;15;15;8
Москва;28.01.2015 0:10;12;12;7
Москва;28.01.2015 0:11;10;10;5
Москва;28.01.2015 0:12;20;20;12
Москва;28.01.2015 0:13;7;7;4
Москва;28.01.2015 0:14;23;23;8
Москва;28.01.2015 0:15;18;18;5
Москва;28.01.2015 0:16;12;12;6
Москва;28.01.2015 0:17;9;9;4
Москва;28.01.2015 0:18;9;9;5
Москва;28.01.2015 0:19;12;12;4
Москва;28.01.2015 0:20;13;13;5
Москва;28.01.2015 0:21;10;10;5
Москва;28.01.2015 0:22;13;13;6
Москва;28.01.2015 0:23;18;18;9
Москва;28.01.2015 0:24;13;13;6
Москва;28.01.2015 0:25;10;10;5
Москва;28.01.2015 0:26;20;20;8
Москва;28.01.2015 0:27;15;15;7
Москва;28.01.2015 0:28;9;9;5
Москва;28.01.2015 0:29;12;12;4
Москва;28.01.2015 0:30;13;13;7
Москва;28.01.2015 0:31;7;7;4
Москва;28.01.2015 0:32;20;20;9
Москва;28.01.2015 0:33;20;20;9
Москва;28.01.2015 0:34;21;21;9
Москва;28.01.2015 0:35;13;13;8
Москва;28.01.2015 0:36;15;15;8
Москва;28.01.2015 0:37;13;13;6
Москва;28.01.2015 0:38;17;17;6
Москва;28.01.2015 0:39;10;10;4
Москва;28.01.2015 0:40;9;9;5
Москва;28.01.2015 0:41;9;9;4
Москва;28.01.2015 0:42;21;21;7
Москва;28.01.2015 0:43;17;17;8
Москва;28.01.2015 0:44;7;7;4
Москва;28.01.2015 0:45;9;9;5
Москва;28.01.2015 0:46;10;10;3
Москва;28.01.2015 0:47;6;6;2
Москва;28.01.2015 0:48;23;23;10
Москва;28.01.2015 0:49;15;15;6
Москва;28.01.2015 0:50;13;13;9
Москва;28.01.2015 0:51;10;10;6
Москва;28.01.2015 0:52;10;10;6
Москва;28.01.2015 0:53;13;13;7
Москва;28.01.2015 0:54;17;17;7
Москва;28.01.2015 0:55;17;17;7
Москва;28.01.2015 0:56;12;12;4
Москва;28.01.2015 0:57;20;20;10
Москва;28.01.2015 0:58;12;12;6
Москва;28.01.2015 0:59;7;7;4
Москва;28.01.2015 1:00;9;9;4
Москва;28.01.2015 1:01;17;17;6
Москва;28.01.2015 1:02;15;15;7
Москва;28.01.2015 1:03;7;7;3
Москва;28.01.2015 1:04;13;13;7
Москва;28.01.2015 1:05;17;17;6
Москва;28.01.2015 1:06;17;17;4
Москва;28.01.2015 1:07;13;13;5
Москва;28.01.2015 1:08;12;12;5
Москва;28.01.2015 1:09;7;7;5
Москва;28.01.2015 1:10;13;13;7
Москва;28.01.2015 1:11;12;12;3
Москва;28.01.2015 1:12;17;17;8
Москва;28.01.2015 1:13;10;10;4
Москва;28.01.2015 1:14;9;9;5
Москва;28.01.2015 1:15;15;15;5
Москва;28.01.2015 1:16;10;10;6
Москва;28.01.2015 1:17;7;7;4
Москва;28.01.2015 1:18;15;15;6
Москва;28.01.2015 1:19;18;18;7
Москва;28.01.2015 1:20;17;17;9
Москва;28.01.2015 1:21;9;9;4
Москва;28.01.2015 1:22;9;9;4
Москва;28.01.2015 1:23;10;10;3
Москва;28.01.2015 1:24;9;9;4
Москва;28.01.2015 1:25;9;9;5
Москва;28.01.2015 1:26;12;12;6
Москва;28.01.2015 1:27;10;10;3
Москва;28.01.2015 1:28;7;7;3
Москва;28.01.2015 1:29;10;10;6
Москва;28.01.2015 1:30;12;12;6
Москва;28.01.2015 1:31;4;4;3
Москва;28.01.2015 1:32;12;12;7
Москва;28.01.2015 1:33;7;7;4
Москва;28.01.2015 1:34;7;7;5
Москва;28.01.2015 1:35;7;7;4
Москва;28.01.2015 1:36;9;9;4
Москва;28.01.2015 1:37;12;12;5
Москва;28.01.2015 1:38;9;9;5
Москва;28.01.2015 1:39;17;17;8
Москва;28.01.2015 1:40;10;10;6
Москва;28.01.2015 1:41;9;9;2
Москва;28.01.2015 1:42;10;10;3
Москва;28.01.2015 1:43;13;13;6
Москва;28.01.2015 1:44;15;15;6
Москва;28.01.2015 1:45;6;6;3
Москва;28.01.2015 1:46;12;12;6
Москва;28.01.2015 1:47;10;10;3
Москва;28.01.2015 1:48;9;9;6
Москва;28.01.2015 1:49;6;6;2
Москва;28.01.2015 1:50;6;6;2
Москва;28.01.2015 1:51;13;13;7
Москва;28.01.2015 1:52;9;9;4
Москва;28.01.2015 1:53;7;7;3
Москва;28.01.2015 1:54;12;12;5
Москва;28.01.2015 1:55;10;10;6
Москва;28.01.2015 1:56;10;10;5
Москва;28.01.2015 1:57;12;12;8
Москва;28.01.2015 1:58;9;9;5
Москва;28.01.2015 1:59;6;6;1
Москва;28.01.2015 2:00;9;9;4
Москва;28.01.2015 2:01;7;7;3
Москва;28.01.2015 2:02;9;9;5
Москва;28.01.2015 2:03;13;13;8
Москва;28.01.2015 2:04;4;4;2
Москва;28.01.2015 2:05;10;10;5
Москва;28.01.2015 2:06;4;4;3
Москва;28.01.2015 2:07;6;6;4
Москва;28.01.2015 2:08;12;12;6
Москва;28.01.2015 2:09;10;10;4
Москва;28.01.2015 2:10;10;10;6
Москва;28.01.2015 2:11;10;10;4
Москва;28.01.2015 2:12;6;6;4
Москва;28.01.2015 2:13;4;4;2
Москва;28.01.2015 2:14;4;4;3
Москва;28.01.2015 2:15;10;10;2
Москва;28.01.2015 2:16;6;6;3
Москва;28.01.2015 2:17;10;10;3
Москва;28.01.2015 2:18;10;10;5
Москва;28.01.2015 2:19;7;7;4
Москва;28.01.2015 2:20;6;6;2
Москва;28.01.2015 2:21;6;6;2
Москва;28.01.2015 2:22;10;10;7
Москва;28.01.2015 2:23;6;6;4
Москва;28.01.2015 2:24;9;9;5
Москва;28.01.2015 2:25;7;7;3
Москва;28.01.2015 2:26;9;9;1
Москва;28.01.2015 2:27;9;9;5
Москва;28.01.2015 2:28;7;7;4
Москва;28.01.2015 2:29;7;7;3
Москва;28.01.2015 2:30;6;6;2
Москва;28.01.2015 2:31;6;6;3
Москва;28.01.2015 2:32;7;7;3
Москва;28.01.2015 2:33;9;9;4
Москва;28.01.2015 2:34;6;6;3
Москва;28.01.2015 2:35;6;6;4
Москва;28.01.2015 2:36;9;9;3
Москва;28.01.2015 2:37;10;10;5
Москва;28.01.2015 2:38;6;6;3
Москва;28.01.2015 2:39;4;4;2
Москва;28.01.2015 2:40;7;7;2
Москва;28.01.2015 2:41;7;7;5
Москва;28.01.2015 2:42;10;10;4
Москва;28.01.2015 2:43;4;4;3
Москва;28.01.2015 2:44;9;9;3
Москва;28.01.2015 2:45;9;9;5
Москва;28.01.2015 2:46;7;7;4
Москва;28.01.2015 2:47;4;4;2
Москва;28.01.2015 2:48;7;7;3
Москва;28.01.2015 2:49;9;9;3
Москва;28.01.2015 2:50;7;7;2
Москва;28.01.2015 2:51;7;7;1
Москва;28.01.2015 2:52;6;6;4
Москва;28.01.2015 2:53;4;4;2
Москва;28.01.2015 2:54;13;13;7
Москва;28.01.2015 2:55;9;9;4
Москва;28.01.2015 2:56;6;6;2
Москва;28.01.2015 2:57;7;7;5
Москва;28.01.2015 2:58;10;10;7
Москва;28.01.2015 2:59;4;4;3
Москва;28.01.2015 3:00;15;15;9
Москва;28.01.2015 3:01;7;7;1
Москва;28.01.2015 3:02;3;3;2
Москва;28.01.2015 3:03;7;7;3
Москва;28.01.2015 3:04;4;4;1
Москва;28.01.2015 3:06;3;3;1
Москва;28.01.2015 3:07;6;6;2
Москва;28.01.2015 3:08;6;6;4
Москва;28.01.2015 3:09;7;7;3
Москва;28.01.2015 3:10;6;6;3
Москва;28.01.2015 3:11;9;9;5
Москва;28.01.2015 3:12;9;9;5
Москва;28.01.2015 3:13;6;6;4
Москва;28.01.2015 3:14;12;12;7
Москва;28.01.2015 3:15;7;7;5
Москва;28.01.2015 3:16;6;6;2
Москва;28.01.2015 3:17;13;13;7
Москва;28.01.2015 3:18;6;6;3
Москва;28.01.2015 3:19;9;9;5
Москва;28.01.2015 3:20;9;9;6
Москва;28.01.2015 3:21;7;7;5
Москва;28.01.2015 3:23;10;10;6
Москва;28.01.2015 3:24;7;7;3
Москва;28.01.2015 3:25;4;4;3
Москва;28.01.2015 3:26;10;10;4
Москва;28.01.2015 3:27;4;4;3
Москва;28.01.2015 3:28;4;4;2
Москва;28.01.2015 3:29;4;4;3
Москва;28.01.2015 3:30;7;7;3
Москва;28.01.2015 3:31;6;6;3
Москва;28.01.2015 3:32;7;7;3
Москва;28.01.2015 3:33;4;4;3
Москва;28.01.2015 3:34;4;4;3
Москва;28.01.2015 3:35;3;3;2
Москва;28.01.2015 3:36;12;12;6
Москва;28.01.2015 3:37;4;4;3
Москва;28.01.2015 3:38;6;6;3
Москва;28.01.2015 3:39;9;9;6
Москва;28.01.2015 3:40;10;10;4
Москва;28.01.2015 3:41;4;4;3
Москва;28.01.2015 3:42;6;6;3
Москва;28.01.2015 3:43;9;9;4
Москва;28.01.2015 3:44;9;9;4
Москва;28.01.2015 3:45;10;10;5
Москва;28.01.2015 3:46;9;9;5
Москва;28.01.2015 3:47;10;10;6
Москва;28.01.2015 3:49;7;7;5
Москва;28.01.2015 3:50;10;10;5
Москва;28.01.2015 3:51;9;9;4
Москва;28.01.2015 3:52;7;7;5
Москва;28.01.2015 3:53;4;4;2
Москва;28.01.2015 3:54;6;6;4
Москва;28.01.2015 3:55;4;4;1
Москва;28.01.2015 3:56;4;4;2
Москва;28.01.2015 3:57;6;6;3
Москва;28.01.2015 3:58;6;6;4
Москва;28.01.2015 3:59;9;9;6
Москва;28.01.2015 4:00;4;4;3
Москва;28.01.2015 4:01;7;7;4
Москва;28.01.2015 4:02;10;10;6
Москва;28.01.2015 4:03;3;3;2
Москва;28.01.2015 4:04;6;6;1
Москва;28.01.2015 4:05;3;3;2
Москва;28.01.2015 4:07;7;7;4
Москва;28.01.2015 4:08;4;4;2
Москва;28.01.2015 4:09;7;7;3
Москва;28.01.2015 4:10;3;3;1
Москва;28.01.2015 4:11;3;3;2
Москва;28.01.2015 4:12;4;4;2
Москва;28.01.2015 4:13;3;3;2
Москва;28.01.2015 4:15;4;4;2
Москва;28.01.2015 4:17;3;3;2
Москва;28.01.2015 4:19;4;4;1
Москва;28.01.2015 4:20;4;4;1
Москва;28.01.2015 4:22;3;3;2
Москва;28.01.2015 4:23;6;6;2
Москва;28.01.2015 4:24;6;6;2
Москва;28.01.2015 4:26;6;6;4
Москва;28.01.2015 4:27;3;3;2
Москва;28.01.2015 4:28;9;9;4
Москва;28.01.2015 4:29;4;4;2
Москва;28.01.2015 4:30;3;3;1
Москва;28.01.2015 4:32;3;3;2
Москва;28.01.2015 4:34;3;3;2
Москва;28.01.2015 4:35;3;3;2
Москва;28.01.2015 4:37;4;4;2
Москва;28.01.2015 4:38;4;4;2
Москва;28.01.2015 4:40;3;3;1
Москва;28.01.2015 4:41;3;3;2
Москва;28.01.2015 4:42;3;3;2
Москва;28.01.2015 4:43;6;6;4
Москва;28.01.2015 4:45;3;3;2
Москва;28.01.2015 4:46;6;6;4
Москва;28.01.2015 4:47;3;3;1
Москва;28.01.2015 4:48;10;10;7
Москва;28.01.2015 4:49;3;3;2
Москва;28.01.2015 4:50;6;6;4
Москва;28.01.2015 4:51;10;10;7
Москва;28.01.2015 4:52;4;4;2
Москва;28.01.2015 4:53;4;4;2
Москва;28.01.2015 4:54;6;6;3
Москва;28.01.2015 4:55;6;6;4
Москва;28.01.2015 4:56;9;9;4
Москва;28.01.2015 4:57;3;3;1
Москва;28.01.2015 4:58;6;6;3
Москва;28.01.2015 4:59;10;10;4
Москва;28.01.2015 5:00;9;9;5
Москва;28.01.2015 5:01;4;4;3
Москва;28.01.2015 5:02;7;7;4
Москва;28.01.2015 5:03;7;7;3
Москва;28.01.2015 5:04;7;7;5
Москва;28.01.2015 5:05;4;4;1
Москва;28.01.2015 5:06;6;6;3
Москва;28.01.2015 5:07;4;4;2
Москва;28.01.2015 5:08;6;6;3
Москва;28.01.2015 5:09;7;7;3
Москва;28.01.2015 5:10;4;4;3
Москва;28.01.2015 5:11;3;3;2
Москва;28.01.2015 5:12;6;6;3
Москва;28.01.2015 5:13;12;12;4
Москва;28.01.2015 5:14;10;10;7
Москва;28.01.2015 5:15;3;3;2
Москва;28.01.2015 5:17;10;10;4
Москва;28.01.2015 5:18;6;6;2
Москва;28.01.2015 5:19;6;6;4
Москва;28.01.2015 5:20;9;9;3
Москва;28.01.2015 5:21;10;10;3
Москва;28.01.2015 5:22;3;3;2
Москва;28.01.2015 5:23;6;6;3
Москва;28.01.2015 5:24;7;7;5
Москва;28.01.2015 5:25;3;3;2
Москва;28.01.2015 5:26;4;4;3
Москва;28.01.2015 5:27;9;9;5
Москва;28.01.2015 5:28;4;4;2
Москва;28.01.2015 5:29;9;9;5
Москва;28.01.2015 5:30;7;7;3
Москва;28.01.2015 5:31;7;7;3
Москва;28.01.2015 5:32;7;7;5
Москва;28.01.2015 5:33;7;7;4
Москва;28.01.2015 5:34;7;7;1
Москва;28.01.2015 5:35;7;7;2
Москва;28.01.2015 5:36;10;10;6
Москва;28.01.2015 5:37;10;10;6
Москва;28.01.2015 5:38;7;7;4
Москва;28.01.2015 5:39;6;6;3
Москва;28.01.2015 5:40;7;7;4
Москва;28.01.2015 5:41;6;6;3
Москва;28.01.2015 5:42;4;4;2
Москва;28.01.2015 5:43;3;3;2
Москва;28.01.2015 5:44;6;6;2
Москва;28.01.2015 5:45;17;17;9
Москва;28.01.2015 5:46;4;4;3
Москва;28.01.2015 5:47;7;7;4
Москва;28.01.2015 5:48;7;7;4
Москва;28.01.2015 5:49;6;6;4
Москва;28.01.2015 5:50;7;7;3
Москва;28.01.2015 5:51;7;7;3
Москва;28.01.2015 5:52;4;4;2
Москва;28.01.2015 5:53;9;9;4
Москва;28.01.2015 5:54;10;10;4
Москва;28.01.2015 5:55;9;9;6
Москва;28.01.2015 5:56;6;6;2
Москва;28.01.2015 5:57;6;6;4
Москва;28.01.2015 5:58;6;6;3
Москва;28.01.2015 5:59;7;7;2
Москва;28.01.2015 6:00;3;3;2
Москва;28.01.2015 6:01;10;10;5
Москва;28.01.2015 6:02;4;4;2
Москва;28.01.2015 6:03;7;7;4
Москва;28.01.2015 6:04;6;6;1
Москва;28.01.2015 6:05;6;6;4
Москва;28.01.2015 6:06;9;9;4
Москва;28.01.2015 6:07;6;6;3
Москва;28.01.2015 6:08;15;15;7
Москва;28.01.2015 6:09;17;17;6
Москва;28.01.2015 6:10;4;4;3
Москва;28.01.2015 6:11;4;4;3
Москва;28.01.2015 6:12;6;6;4
Москва;28.01.2015 6:13;12;12;4
Москва;28.01.2015 6:14;10;10;4
Москва;28.01.2015 6:15;4;4;2
Москва;28.01.2015 6:16;6;6;2
Москва;28.01.2015 6:17;6;6;2
Москва;28.01.2015 6:18;9;9;4
Москва;28.01.2015 6:19;7;7;5
Москва;28.01.2015 6:20;7;7;3
Москва;28.01.2015 6:21;6;6;4
Москва;28.01.2015 6:22;12;12;5
Москва;28.01.2015 6:23;7;7;3
Москва;28.01.2015 6:24;3;3;2
Москва;28.01.2015 6:25;6;6;2
Москва;28.01.2015 6:26;7;7;4
Москва;28.01.2015 6:27;3;3;2
Москва;28.01.2015 6:28;10;10;7
Москва;28.01.2015 6:29;7;7;3
Москва;28.01.2015 6:30;9;9;4
Москва;28.01.2015 6:31;12;12;6
Москва;28.01.2015 6:32;6;6;3
Москва;28.01.2015 6:33;4;4;3
Москва;28.01.2015 6:34;10;10;5
Москва;28.01.2015 6:35;7;7;3
Москва;28.01.2015 6:36;7;7;4
Москва;28.01.2015 6:37;9;9;5
Москва;28.01.2015 6:38;9;9;5
Москва;28.01.2015 6:39;3;3;2
Москва;28.01.2015 6:40;10;10;5
Москва;28.01.2015 6:41;9;9;2
Москва;28.01.2015 6:42;13;13;4
Москва;28.01.2015 6:43;10;10;4
Москва;28.01.2015 6:44;6;6;1
Москва;28.01.2015 6:45;9;9;5
Москва;28.01.2015 6:46;7;7;3
Москва;28.01.2015 6:47;7;7;4
Москва;28.01.2015 6:48;13;13;4
Москва;28.01.2015 6:49;13;13;4
Москва;28.01.2015 6:50;10;10;5
Москва;28.01.2015 6:51;17;17;7
Москва;28.01.2015 6:52;4;4;3
Москва;28.01.2015 6:53;7;7;1
Москва;28.01.2015 6:54;7;7;4
Москва;28.01.2015 6:55;15;15;6
Москва;28.01.2015 6:56;10;10;6
Москва;28.01.2015 6:57;9;9;3
Москва;28.01.2015 6:58;17;17;7
Москва;28.01.2015 6:59;10;10;4
Москва;28.01.2015 7:00;7;7;4
Москва;28.01.2015 7:01;10;10;5
Москва;28.01.2015 7:02;12;12;3
Москва;28.01.2015 7:03;9;9;2
Москва;28.01.2015 7:04;24;24;9
Москва;28.01.2015 7:05;13;13;7
Москва;28.01.2015 7:06;10;10;5
Москва;28.01.2015 7:07;7;7;5
Москва;28.01.2015 7:08;10;10;4
Москва;28.01.2015 7:09;10;10;4
Москва;28.01.2015 7:10;18;18;2
Москва;28.01.2015 7:11;10;10;5
Москва;28.01.2015 7:12;12;12;6
Москва;28.01.2015 7:13;10;10;3
Москва;28.01.2015 7:14;7;7;5
Москва;28.01.2015 7:15;9;9;4
Москва;28.01.2015 7:16;15;15;3
Москва;28.01.2015 7:17;9;9;5
Москва;28.01.2015 7:18;18;18;6
Москва;28.01.2015 7:19;6;6;4
Москва;28.01.2015 7:20;15;15;5
Москва;28.01.2015 7:21;13;13;6
Москва;28.01.2015 7:22;7;7;2
Москва;28.01.2015 7:23;6;6;3
Москва;28.01.2015 7:24;18;18;6
Москва;28.01.2015 7:25;15;15;3
Москва;28.01.2015 7:26;3;3;2
Москва;28.01.2015 7:27;15;15;7
Москва;28.01.2015 7:28;17;17;7
Москва;28.01.2015 7:29;12;12;5
Москва;28.01.2015 7:30;15;15;6
Москва;28.01.2015 7:31;9;9;3
Москва;28.01.2015 7:32;18;18;8
Москва;28.01.2015 7:33;7;7;3
Москва;28.01.2015 7:34;18;18;7
Москва;28.01.2015 7:35;13;13;6
Москва;28.01.2015 7:36;17;17;3
Москва;28.01.2015 7:37;9;9;4
Москва;28.01.2015 7:38;10;10;4
Москва;28.01.2015 7:39;13;13;7
Москва;28.01.2015 7:40;18;18;6
Москва;28.01.2015 7:41;17;17;7
Москва;28.01.2015 7:42;7;7;5
Москва;28.01.2015 7:43;7;7;3
Москва;28.01.2015 7:44;13;13;4
Москва;28.01.2015 7:45;24;24;7
Москва;28.01.2015 7:46;17;17;6
Москва;28.01.2015 7:47;15;15;5
Москва;28.01.2015 7:48;13;13;4
Москва;28.01.2015 7:49;21;21;7
Москва;28.01.2015 7:50;15;15;5
Москва;28.01.2015 7:51;13;13;7
Москва;28.01.2015 7:52;15;15;10
Москва;28.01.2015 7:53;15;15;8
Москва;28.01.2015 7:54;18;18;3
Москва;28.01.2015 7:55;17;17;4
Москва;28.01.2015 7:56;15;15;3
Москва;28.01.2015 7:57;12;12;4
Москва;28.01.2015 7:58;12;12;2
Москва;28.01.2015 7:59;15;15;5
Москва;28.01.2015 8:00;17;17;5
Москва;28.01.2015 8:01;20;20;6
Москва;28.01.2015 8:02;13;13;6
Москва;28.01.2015 8:03;18;18;6
Москва;28.01.2015 8:04;13;13;7
Москва;28.01.2015 8:05;17;17;7
Москва;28.01.2015 8:06;17;17;5
Москва;28.01.2015 8:07;23;23;7
Москва;28.01.2015 8:08;18;18;6
Москва;28.01.2015 8:09;23;23;9
Москва;28.01.2015 8:10;12;12;6
Москва;28.01.2015 8:11;18;18;6
Москва;28.01.2015 8:12;12;12;3
Москва;28.01.2015 8:13;21;21;10
Москва;28.01.2015 8:14;21;21;10
Москва;28.01.2015 8:15;26;26;6
Москва;28.01.2015 8:16;13;13;6
Москва;28.01.2015 8:17;15;15;7
Москва;28.01.2015 8:18;26;26;9
Москва;28.01.2015 8:19;17;17;5
Москва;28.01.2015 8:20;15;15;5
Москва;28.01.2015 8:21;18;18;8
Москва;28.01.2015 8:22;23;23;8
Москва;28.01.2015 8:23;13;13;8
Москва;28.01.2015 8:24;18;18;8
Москва;28.01.2015 8:25;13;13;3
Москва;28.01.2015 8:26;20;20;6
Москва;28.01.2015 8:27;29;29;8
Москва;28.01.2015 8:28;20;20;9
Москва;28.01.2015 8:29;18;18;8
Москва;28.01.2015 8:30;15;15;2
Москва;28.01.2015 8:31;21;21;4
Москва;28.01.2015 8:32;9;9;3
Москва;28.01.2015 8:33;13;13;4
Москва;28.01.2015 8:34;13;13;5
Москва;28.01.2015 8:35;21;21;10
Москва;28.01.2015 8:36;18;18;4
Москва;28.01.2015 8:37;20;20;6
Москва;28.01.2015 8:38;13;13;2
Москва;28.01.2015 8:39;13;13;5
Москва;28.01.2015 8:40;21;21;9
Москва;28.01.2015 8:41;13;13;5
Москва;28.01.2015 8:42;13;13;4
Москва;28.01.2015 8:43;20;20;7
Москва;28.01.2015 8:44;12;12;5
Москва;28.01.2015 8:45;13;13;5
Москва;28.01.2015 8:46;26;26;8
Москва;28.01.2015 8:47;12;12;2
Москва;28.01.2015 8:48;13;13;5
Москва;28.01.2015 8:49;21;21;6
Москва;28.01.2015 8:50;21;21;7
Москва;28.01.2015 8:51;23;23;7
Москва;28.01.2015 8:52;21;21;7
Москва;28.01.2015 8:53;32;32;11
Москва;28.01.2015 8:54;17;17;8
Москва;28.01.2015 8:55;15;15;6
Москва;28.01.2015 8:56;29;29;7
Москва;28.01.2015 8:57;21;21;9
Москва;28.01.2015 8:58;9;9;4
Москва;28.01.2015 8:59;18;18;4
Москва;28.01.2015 9:00;24;24;7
Москва;28.01.2015 9:01;24;24;11
Москва;28.01.2015 9:02;21;21;7
Москва;28.01.2015 9:03;10;10;4
Москва;28.01.2015 9:04;20;20;9
Москва;28.01.2015 9:05;9;9;5
Москва;28.01.2015 9:06;21;21;9
Москва;28.01.2015 9:07;17;17;8
Москва;28.01.2015 9:08;17;17;3
Москва;28.01.2015 9:09;21;21;6
Москва;28.01.2015 9:10;21;21;7
Москва;28.01.2015 9:11;20;20;7
Москва;28.01.2015 9:12;24;24;9
Москва;28.01.2015 9:13;23;23;7
Москва;28.01.2015 9:14;24;24;9
Москва;28.01.2015 9:15;17;17;5
Москва;28.01.2015 9:16;15;15;5
Москва;28.01.2015 9:17;20;20;7
Москва;28.01.2015 9:18;24;24;11
Москва;28.01.2015 9:19;21;21;9
Москва;28.01.2015 9:20;26;26;8
Москва;28.01.2015 9:21;15;15;4
Москва;28.01.2015 9:22;27;27;7
Москва;28.01.2015 9:23;21;21;10
Москва;28.01.2015 9:24;13;13;6
Москва;28.01.2015 9:25;26;26;9
Москва;28.01.2015 9:26;27;27;12
Москва;28.01.2015 9:27;20;20;8
Москва;28.01.2015 9:28;18;18;4
Москва;28.01.2015 9:29;18;18;6
Москва;28.01.2015 9:30;29;29;9
Москва;28.01.2015 9:31;23;23;5
Москва;28.01.2015 9:32;24;24;8
Москва;28.01.2015 9:33;23;23;8
Москва;28.01.2015 9:34;26;26;9
Москва;28.01.2015 9:35;15;15;6
Москва;28.01.2015 9:36;15;15;7
Москва;28.01.2015 9:37;20;20;6
Москва;28.01.2015 9:38;27;27;10
Москва;28.01.2015 9:39;21;21;10
Москва;28.01.2015 9:40;43;43;13
Москва;28.01.2015 9:41;27;27;14
Москва;28.01.2015 9:42;26;26;10
Москва;28.01.2015 9:43;20;20;7
Москва;28.01.2015 9:44;32;32;14
Москва;28.01.2015 9:45;29;29;12
Москва;28.01.2015 9:46;27;27;13
Москва;28.01.2015 9:47;27;27;8
Москва;28.01.2015 9:48;26;26;7
Москва;28.01.2015 9:49;26;26;12
Москва;28.01.2015 9:50;17;17;6
Москва;28.01.2015 9:51;30;30;15
Москва;28.01.2015 9:52;26;26;9
Москва;28.01.2015 9:53;27;27;5
Москва;28.01.2015 9:54;43;43;20
Москва;28.01.2015 9:55;26;26;7
Москва;28.01.2015 9:56;21;21;9
Москва;28.01.2015 9:57;29;29;12
Москва;28.01.2015 9:58;26;26;9
Москва;28.01.2015 9:59;23;23;13
Москва;28.01.2015 10:00;23;23;7
Москва;28.01.2015 10:01;26;26;11
Москва;28.01.2015 10:02;23;23;9
Москва;28.01.2015 10:03;21;21;7
Москва;28.01.2015 10:04;21;21;4
Москва;28.01.2015 10:05;20;20;6
Москва;28.01.2015 10:06;21;21;5
Москва;28.01.2015 10:07;20;20;6
Москва;28.01.2015 10:08;21;21;7
Москва;28.01.2015 10:09;13;13;6
Москва;28.01.2015 10:10;26;26;11
Москва;28.01.2015 10:11;26;26;9
Москва;28.01.2015 10:12;18;18;7
Москва;28.01.2015 10:13;17;17;9
Москва;28.01.2015 10:14;21;21;2
Москва;28.01.2015 10:15;32;32;9
Москва;28.01.2015 10:16;20;20;8
Москва;28.01.2015 10:17;21;21;8
Москва;28.01.2015 10:18;10;10;5
Москва;28.01.2015 10:19;30;30;13
Москва;28.01.2015 10:20;23;23;6
Москва;28.01.2015 10:21;29;29;11
Москва;28.01.2015 10:22;21;21;6
Москва;28.01.2015 10:23;26;26;6
Москва;28.01.2015 10:24;15;15;7
Москва;28.01.2015 10:25;34;34;10
Москва;28.01.2015 10:26;38;38;19
Москва;28.01.2015 10:27;27;27;11
Москва;28.01.2015 10:28;27;27;9
Москва;28.01.2015 10:29;26;26;7
Москва;28.01.2015 10:30;24;24;9
Москва;28.01.2015 10:31;20;20;6
Москва;28.01.2015 10:32;26;26;7
Москва;28.01.2015 10:33;32;32;11
Москва;28.01.2015 10:34;34;34;12
Москва;28.01.2015 10:35;27;27;8
Москва;28.01.2015 10:36;21;21;11
Москва;28.01.2015 10:37;24;24;9
Москва;28.01.2015 10:38;30;30;11
Москва;28.01.2015 10:39;21;21;11
Москва;28.01.2015 10:40;17;17;6
Москва;28.01.2015 10:41;29;29;11
Москва;28.01.2015 10:42;29;29;11
Москва;28.01.2015 10:43;34;34;13
Москва;28.01.2015 10:44;20;20;6
Москва;28.01.2015 10:45;24;24;8
Москва;28.01.2015 10:46;26;26;10
Москва;28.01.2015 10:47;17;17;6
Москва;28.01.2015 10:48;23;23;10
Москва;28.01.2015 10:49;24;24;7
Москва;28.01.2015 10:50;15;15;3
Москва;28.01.2015 10:51;35;35;12
Москва;28.01.2015 10:52;24;24;10
