city;local_date;local_time;tv_company;programm;genre;category;clip;clip_ID;place_in_block;selling;clip_duration;All 22-45 BC Reg. TVR;All 22-45 BC Reg. Stand. TVR;All 22-45 BC OTS;All 4+ Reg. TVR;All 4+ Reg. Stand. TVR;All 4+ OTS
Пермь;26.01.2015;12:52:59;К20;П1378;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;0.33;0.22;3
Пермь;26.01.2015;15:20:38;К20;П392;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;2.17;1.45;21
Пермь;26.01.2015;15:56:30;К20;П392;Ж2;КАТ2;Р12;7858;2;Второй;10;0;0;0;1.68;0.56;17
Пермь;26.01.2015;22:08:06;К20;П303;Ж2;КАТ2;Р11;7781;5;Средний;10;0.81;0.27;3;4.9;1.63;48
Пермь;26.01.2015;17:22:37;К11;П1387;Ж2;КАТ2;Р11;7742;1;Первый;20;0;0;0;3.37;2.25;33
Пермь;26.01.2015;23:18:11;К11;П424;Ж2;КАТ2;Р11;7781;1;Первый;10;0;0;0;1.06;0.35;10
Пермь;26.01.2015;9:27:58;К22;П194;Ж9;КАТ25;Р11;7742;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;9:00:57;К22;П194;Ж9;КАТ25;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;10:09:01;К22;П194;Ж9;КАТ25;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;26.01.2015;13:38:47;К22;П8;Ж3;КАТ3;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;26.01.2015;12:06:26;К22;П381;Ж2;КАТ1;Р12;7858;10;Средний;10;0;0;0;0.25;0.08;2
Пермь;26.01.2015;18:07:25;К22;П415;Ж2;КАТ2;Р11;7742;1;Первый;20;1.15;0.76;5;0.48;0.32;5
Пермь;26.01.2015;18:50:30;К22;П415;Ж2;КАТ2;Р13;7757;5;Средний;20;1.15;0.76;5;0.48;0.32;5
Пермь;26.01.2015;16:07:51;К22;П384;Ж2;КАТ1;Р13;7757;2;Второй;20;1;0.67;4;0.72;0.48;7
Пермь;26.01.2015;10:25:06;К22;П456;Ж3;КАТ17;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;26.01.2015;11:01:12;К22;П456;Ж3;КАТ17;Р11;7781;5;Последний;10;0;0;0;0;0;0
Пермь;26.01.2015;12:37:55;К25;П304;Ж1;КАТ32;Р11;7742;6;Последний;20;0;0;0;0.63;0.42;6
Пермь;26.01.2015;9:04:45;К25;П394;Ж2;КАТ1;Р11;7742;3;Средний;20;0;0;0;0.53;0.35;5
Пермь;26.01.2015;8:34:40;К25;П394;Ж2;КАТ1;Р13;7757;2;Второй;20;0;0;0;0.53;0.35;5
Пермь;26.01.2015;13:25:27;К25;П395;Ж1;КАТ32;Р13;7757;3;Средний;20;0;0;0;1.16;0.77;11
Пермь;26.01.2015;10:31:43;К25;П365;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0.3;0.2;3
Пермь;26.01.2015;10:13:14;К25;П365;Ж2;КАТ1;Р13;7757;5;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;11:22:50;К25;П365;Ж2;КАТ1;Р13;7757;5;Последний;20;0;0;0;0.4;0.27;4
Пермь;26.01.2015;18:12:01;К25;П412;Ж2;КАТ2;Р15;7827;4;Средний;10;0.68;0.23;3;1.45;0.48;14
Пермь;26.01.2015;14:19:58;К25;П209;Ж5;КАТ4;Р11;7742;3;Средний;20;0;0;0;0.57;0.38;6
Пермь;26.01.2015;14:10:48;К25;П209;Ж5;КАТ4;Р14;7798;7;Последний;10;0;0;0;0.57;0.19;6
Пермь;26.01.2015;23:47:49;К25;П188;Ж2;КАТ12;Р13;7757;3;Средний;20;1.2;0.8;5;1.13;0.75;11
Пермь;26.01.2015;17:49:17;К29;П197;Ж2;КАТ2;Р11;7781;1;Первый;10;1.85;0.62;8;1.24;0.41;12
Пермь;26.01.2015;15:53:39;К29;П197;Ж2;КАТ2;Р15;7827;1;Первый;10;1.56;0.52;6;1.17;0.39;11
Пермь;26.01.2015;19:37:33;К29;П417;Ж2;КАТ2;Р11;7742;1;Первый;20;4.34;2.9;18;2.51;1.67;25
Пермь;26.01.2015;22:53:11;К29;П404;Ж2;КАТ1;Р11;7742;1;Первый;20;5.51;3.68;22;2.95;1.97;29
Пермь;26.01.2015;12:49:10;К29;П405;Ж2;КАТ1;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;26.01.2015;13:48:54;К29;П405;Ж2;КАТ1;Р13;7757;1;Первый;20;0;0;0;0.5;0.33;5
Пермь;26.01.2015;23:24:33;К27;П386;Ж2;КАТ1;Р13;7757;3;Средний;20;0;0;0;0.35;0.22;3
Пермь;26.01.2015;22:21:44;К27;П106;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;26.01.2015;21:30:38;К27;П106;Ж2;КАТ2;Р14;7798;3;Средний;10;0;0;0;0;0;0
Пермь;26.01.2015;14:17:36;К27;П1293;Ж3;КАТ13;Р13;7757;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;11:18:32;К27;П202;Ж2;КАТ12;Р13;7757;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;9:38:30;К27;П373;Ж2;КАТ12;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;17:19:11;К27;П373;Ж2;КАТ12;Р11;7781;1;Первый;10;0;0;0;0.32;0.11;3
Пермь;26.01.2015;19:17:32;К27;П1294;Ж2;КАТ2;Р11;7742;2;Второй;20;0;0;0;0.32;0.2;3
Пермь;26.01.2015;15:40:55;К32;П1444;Ж2;КАТ7;Р13;7757;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;16:07:12;К32;П1444;Ж2;КАТ7;Р12;7858;2;Второй;10;0;0;0;0;0;0
Пермь;26.01.2015;7:39:54;К32;П491;Ж5;КАТ4;Р11;7742;1;Первый;20;0;0;0;0;0;0
Пермь;26.01.2015;20:14:59;К32;П483;Ж2;КАТ2;Р11;7781;4;Средний;10;0;0;0;0.6;0.2;6
Пермь;26.01.2015;12:09:38;К32;П484;Ж3;КАТ11;Р11;7742;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;10:39:10;К32;П484;Ж3;КАТ11;Р13;7757;4;Средний;20;0;0;0;0.43;0.29;4
Пермь;26.01.2015;18:38:42;К32;П484;Ж3;КАТ11;Р15;7827;4;Средний;10;0;0;0;0;0;0
Пермь;26.01.2015;23:24:51;К32;П485;Ж2;КАТ2;Р11;7742;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;0:49:27;К32;П485;Ж2;КАТ2;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;26.01.2015;23:50:53;К32;П485;Ж2;КАТ2;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;26.01.2015;13:43:14;К32;П552;Ж3;КАТ3;Р11;7742;3;Средний;20;0;0;0;0.33;0.22;3
Пермь;26.01.2015;12:42:24;К32;П552;Ж3;КАТ3;Р13;7757;5;Средний;20;0;0;0;0.18;0.12;2
Пермь;26.01.2015;7:08:40;К32;П486;Ж2;КАТ12;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;26.01.2015;0:09:19;К3;П487;Ж3;КАТ3;Р13;7757;4;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;0:24:49;К3;П487;Ж3;КАТ3;Р14;7798;4;Средний;10;0;0;0;0;0;0
Пермь;26.01.2015;7:26:27;К3;П497;Ж3;КАТ17;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;7:13:01;К3;П497;Ж3;КАТ17;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;26.01.2015;0:53:56;К3;П1445;Ж2;КАТ2;Р15;7827;3;Средний;10;0;0;0;0;0;0
Пермь;26.01.2015;23:42:02;К5;П833;Ж2;КАТ1;Р11;7742;1;Первый;20;0;0;0;0.24;0.16;2
Пермь;26.01.2015;22:57:13;К5;П833;Ж2;КАТ1;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;26.01.2015;11:26:48;К5;П1389;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0.84;0.56;8
Пермь;26.01.2015;9:44:10;К5;П1252;Ж2;КАТ1;Р11;7742;3;Средний;20;0;0;0;0.84;0.56;8
Пермь;26.01.2015;20:52:03;К5;П1446;Ж2;КАТ2;Р15;7827;4;Средний;10;0;0;0;0.4;0.13;4
Пермь;26.01.2015;7:43:26;К5;П945;Ж1;КАТ32;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;26.01.2015;19:34:14;К5;П480;Ж5;КАТ4;Р14;7798;3;Средний;10;0;0;0;0.42;0.13;4
Пермь;26.01.2015;16:03:33;К7;П1447;Ж8;КАТ10;Р14;7798;2;Второй;10;0;0;0;0;0;0
Пермь;26.01.2015;22:59:19;К7;П1112;Ж8;КАТ10;Р11;7742;1;Первый;20;0.88;0.59;4;0.37;0.24;4
Пермь;26.01.2015;22:11:09;К7;П1112;Ж8;КАТ10;Р13;7757;2;Второй;20;2.15;1.44;9;0.89;0.6;9
Пермь;26.01.2015;17:05:29;К7;П136;Ж8;КАТ14;Р12;7858;2;Второй;10;0;0;0;0;0;0
Пермь;26.01.2015;17:32:44;К14;П558;Ж3;КАТ21;Р16;9581;5;Средний;10;0;0;0;1.44;0.48;14
Пермь;26.01.2015;16:50:54;К20;П392;Ж2;КАТ2;Р16;9581;4;Средний;10;0;0;0;3.25;1.08;32
Пермь;26.01.2015;10:38:16;К11;П503;Ж2;КАТ2;Р16;9581;1;Первый;10;0;0;0;0.38;0.13;4
Пермь;26.01.2015;15:08:25;К22;П383;Ж2;КАТ1;Р16;9581;4;Средний;10;0;0;0;0;0;0
Пермь;26.01.2015;14:17:42;К16;П198;Ж7;КАТ5;Р16;9581;2;Второй;10;0;0;0;0;0;0
Пермь;26.01.2015;12:13:19;К27;П1448;Ж3;КАТ20;Р16;9581;3;Средний;10;0;0;0;0.71;0.24;7
Пермь;26.01.2015;17:33:18;К32;П1439;Ж7;КАТ23;Р16;9581;3;Средний;10;0;0;0;0.24;0.08;2
Москва;27.01.2015;6:39:38;К19;П78;Ж1;КАТ16;Р1;141;6;Средний;10;1.45;0.48;60;1.67;0.56;233
Москва;27.01.2015;17:50:41;К19;П78;Ж1;КАТ16;Р5;143;17;Средний;10;0.4;0.13;17;1.65;0.55;231
Москва;27.01.2015;13:35:01;К19;П409;Ж2;КАТ2;Р2;145;3;Средний;10;1.61;0.54;66;3.19;1.06;445
Москва;27.01.2015;10:33:05;К19;П346;Ж7;КАТ27;Р2;145;8;Средний;10;0.97;0.32;40;1.16;0.39;162
Москва;27.01.2015;16:51:45;К19;П392;Ж2;КАТ2;Р4;142;8;Предпоследний;10;0.4;0.13;16;1.57;0.52;219
Москва;27.01.2015;16:16:16;К19;П392;Ж2;КАТ2;Р2;145;6;Средний;10;0.4;0.13;16;1.68;0.56;234
Москва;27.01.2015;23:11:22;К19;П303;Ж2;КАТ2;Р2;145;6;Средний;10;1.75;0.58;72;2.81;0.94;392
Москва;27.01.2015;10:30:58;К24;П410;Ж2;КАТ1;Р4;142;8;Средний;10;0;0;0;0.52;0.17;72
Москва;27.01.2015;9:09:30;К24;П410;Ж2;КАТ1;Р2;145;11;Предпоследний;10;0;0;0;0.31;0.1;43
Москва;27.01.2015;11:51:53;К24;П225;Ж1;КАТ16;Р1;141;5;Средний;10;0;0;0;0.66;0.22;92
Москва;27.01.2015;10:51:09;К24;П411;Ж2;КАТ7;Р5;143;1;Первый;10;0.34;0.11;14;0.84;0.28;118
Москва;27.01.2015;19:15:34;К24;П412;Ж2;КАТ2;Р4;142;10;Последний;10;0.27;0.09;11;0.87;0.29;122
Москва;27.01.2015;18:11:54;К24;П412;Ж2;КАТ2;Р2;145;8;Предпоследний;10;0.09;0.03;4;0.56;0.19;78
Москва;27.01.2015;22:42:15;К24;П209;Ж5;КАТ4;Р1;141;1;Первый;10;0.63;0.21;26;1.36;0.45;189
Москва;27.01.2015;23:46:56;К24;П323;Ж2;КАТ12;Р3;144;8;Предпоследний;10;0.18;0.06;7;1.5;0.5;209
Москва;27.01.2015;23:33:59;К24;П323;Ж2;КАТ12;Р2;145;9;Последний;10;0.36;0.12;15;1.61;0.54;225
Москва;27.01.2015;13:09:15;К24;П211;Ж2;КАТ2;Р4;142;8;Последний;10;0.42;0.14;17;0.67;0.22;94
Москва;27.01.2015;12:48:04;К24;П211;Ж2;КАТ2;Р3;144;2;Второй;10;0.42;0.14;17;0.81;0.27;113
Москва;27.01.2015;12:31:59;К24;П211;Ж2;КАТ2;Р2;145;5;Средний;10;0.35;0.12;15;0.73;0.24;102
Москва;27.01.2015;14:07:09;К24;П212;Ж3;КАТ28;Р1;141;6;Средний;10;0;0;0;0.97;0.32;135
Москва;27.01.2015;13:52:09;К24;П212;Ж3;КАТ28;Р5;143;9;Последний;10;0;0;0;0.82;0.27;115
Москва;27.01.2015;0:55:39;К10;П398;Ж2;КАТ2;Р4;142;2;Второй;10;0.4;0.13;16;0.79;0.26;111
Москва;27.01.2015;0:38:21;К10;П398;Ж2;КАТ2;Р3;144;2;Второй;10;0.88;0.29;36;0.9;0.3;126
Москва;27.01.2015;8:52:23;К1;П97;Ж1;КАТ16;Р2;145;6;Средний;10;0.15;0.05;6;0.22;0.07;31
Москва;27.01.2015;16:57:33;К1;П413;Ж1;КАТ16;Р3;144;5;Средний;10;0;0;0;0;0;0
Москва;27.01.2015;17:37:11;К1;П99;Ж1;КАТ16;Р4;142;2;Второй;10;0;0;0;0;0;0
Москва;27.01.2015;21:29:27;К1;П35;Ж1;КАТ16;Р1;141;11;Предпоследний;10;0;0;0;0;0;0
Москва;27.01.2015;21:18:11;К1;П35;Ж1;КАТ16;Р5;143;2;Последний;10;0;0;0;0;0;0
Москва;27.01.2015;22:23:24;К1;П36;Ж1;КАТ16;Р2;145;1;Первый;10;0;0;0;0;0;0
Москва;27.01.2015;0:10:26;К21;П8;Ж3;КАТ3;Р1;141;10;Предпоследний;10;0.63;0.21;26;0.63;0.21;88
Москва;27.01.2015;14:30:34;К21;П8;Ж3;КАТ3;Р4;142;4;Средний;10;0.1;0.03;4;0.86;0.29;121
Москва;27.01.2015;0:19:40;К21;П8;Ж3;КАТ3;Р5;143;1;Первый;10;0.46;0.15;19;0.92;0.31;129
Москва;27.01.2015;16:07:56;К21;П414;Ж2;КАТ2;Р5;143;5;Последний;10;0.91;0.3;37;0.76;0.25;106
Москва;27.01.2015;18:10:32;К21;П415;Ж2;КАТ2;Р4;142;5;Средний;10;1;0.33;41;0.92;0.31;129
Москва;27.01.2015;18:43:17;К21;П415;Ж2;КАТ2;Р5;143;7;Последний;10;1;0.33;41;1.09;0.36;152
Москва;27.01.2015;18:51:45;К21;П415;Ж2;КАТ2;Р3;144;2;Второй;10;1.4;0.47;58;1.28;0.43;178
Москва;27.01.2015;20:11:17;К21;П402;Ж2;КАТ2;Р1;141;4;Предпоследний;10;0.74;0.25;30;0.87;0.29;121
Москва;27.01.2015;20:40:50;К21;П402;Ж2;КАТ2;Р1;141;5;Предпоследний;10;0.9;0.3;37;0.93;0.31;129
Москва;27.01.2015;9:11:25;К21;П416;Ж2;КАТ2;Р4;142;1;Первый;10;0.43;0.14;18;0.48;0.16;67
Москва;27.01.2015;23:53:53;К21;П196;Ж2;КАТ2;Р3;144;3;Предпоследний;10;1.82;0.61;75;1.2;0.4;168
Москва;27.01.2015;23:28:07;К21;П196;Ж2;КАТ2;Р2;145;3;Средний;10;1.96;0.65;81;1.21;0.4;169
Москва;27.01.2015;10:18:29;К28;П118;Ж3;КАТ11;Р2;145;2;Второй;10;1.62;0.54;67;0.72;0.24;100
Москва;27.01.2015;19:37:13;К28;П417;Ж2;КАТ2;Р5;143;5;Средний;10;3.01;1;124;2.08;0.69;290
Москва;27.01.2015;0:04:21;К15;П232;Ж2;КАТ2;Р5;143;5;Средний;10;0.88;0.29;36;0.36;0.12;50
Москва;27.01.2015;13:15:07;К15;П418;Ж3;КАТ20;Р4;142;4;Средний;10;0;0;0;0.26;0.09;36
Москва;27.01.2015;10:16:51;К26;П373;Ж2;КАТ12;Р4;142;10;Предпоследний;10;0.6;0.2;25;0.39;0.13;55
Москва;27.01.2015;20:34:23;К26;П419;Ж2;КАТ2;Р3;144;5;Средний;10;3.07;1.02;127;2.13;0.71;297
Москва;27.01.2015;10:12:25;К18;П281;Ж5;КАТ40;Р1;141;9;Последний;10;0.34;0.11;14;1.32;0.44;185
Москва;27.01.2015;8:58:32;К18;П315;Ж1;КАТ16;Р5;143;7;Предпоследний;10;0.1;0.03;4;0.33;0.11;46
Москва;27.01.2015;21:48:55;К18;П420;Ж2;КАТ1;Р4;142;1;Первый;10;1.51;0.5;62;1.6;0.53;223
Москва;27.01.2015;14:24:25;К18;П407;Ж2;КАТ1;Р4;142;8;Последний;10;0.47;0.16;19;0.54;0.18;75
Москва;27.01.2015;15:12:43;К18;П407;Ж2;КАТ1;Р3;144;8;Последний;10;1.08;0.36;45;1.11;0.37;155
Москва;27.01.2015;19:24:03;К18;П204;Ж1;КАТ42;Р1;141;3;Средний;10;1.66;0.55;68;1.35;0.45;189
Москва;27.01.2015;12:15:51;К18;П259;Ж1;КАТ42;Р1;141;3;Средний;10;0.21;0.07;9;1.44;0.48;201
Москва;27.01.2015;0:22:08;К18;П408;Ж2;КАТ2;Р5;143;1;Первый;10;0.24;0.08;10;0.5;0.17;70
Москва;27.01.2015;12:56:21;К18;П235;Ж1;КАТ16;Р2;145;5;Средний;10;1.46;0.49;60;1.04;0.35;145
Москва;27.01.2015;19:59:14;К18;П421;Ж1;КАТ16;Р2;145;4;Последний;10;1.13;0.38;47;1.27;0.42;177
Москва;27.01.2015;18:24:57;К18;П221;Ж2;КАТ12;Р5;143;2;Второй;10;0.76;0.25;31;0.98;0.33;137
Москва;27.01.2015;7:24:23;К18;П206;Ж3;КАТ20;Р4;142;9;Предпоследний;10;0;0;0;0.04;0.01;5
Москва;27.01.2015;7:07:20;К18;П206;Ж3;КАТ20;Р3;144;3;Средний;10;0;0;0;0.15;0.05;21
Москва;27.01.2015;8:10:40;К18;П206;Ж3;КАТ20;Р3;144;4;Последний;10;0;0;0;0.09;0.03;13
Москва;27.01.2015;17:36:53;К18;П222;Ж2;КАТ12;Р4;142;7;Предпоследний;10;0.41;0.14;17;0.93;0.31;130
Москва;27.01.2015;21:53:25;К9;П13;Ж1;КАТ34;Р3;144;1;Первый;10;0.56;0.19;23;0.3;0.1;42
Москва;27.01.2015;12:53:40;К9;П75;Ж1;КАТ34;Р1;141;1;Первый;10;0.37;0.12;15;0.28;0.09;39
Москва;27.01.2015;16:55:23;К9;П75;Ж1;КАТ34;Р4;142;7;Средний;10;0.32;0.11;13;0.27;0.09;38
Москва;27.01.2015;14:53:38;К9;П75;Ж1;КАТ34;Р5;143;1;Первый;10;0.32;0.11;13;0.57;0.19;79
Москва;27.01.2015;9:56:13;К9;П75;Ж1;КАТ34;Р3;144;8;Последний;10;0.32;0.11;13;0.1;0.03;13
Москва;27.01.2015;20:54:48;К9;П75;Ж1;КАТ34;Р2;145;1;Первый;10;0.45;0.15;18;0.16;0.05;22
Москва;27.01.2015;20:08:25;К23;П52;Ж2;КАТ2;Р1;141;10;Средний;10;1.13;0.38;47;0.52;0.17;72
Москва;27.01.2015;0:11:34;К6;П136;Ж8;КАТ14;Р1;141;5;Средний;10;0.18;0.06;8;0.26;0.09;36
Пермь;27.01.2015;20:31:58;К14;П653;Ж3;КАТ21;Р14;7798;4;Средний;10;1.2;0.4;5;4.27;1.42;42
Пермь;27.01.2015;17:16:23;К14;П558;Ж3;КАТ21;Р11;7781;3;Средний;10;0;0;0;0.53;0.18;5
Пермь;27.01.2015;21:51:46;К14;П1443;Ж2;КАТ2;Р13;7757;4;Средний;20;1.2;0.8;5;3.24;2.16;32
Пермь;27.01.2015;20:17:09;К20;П154;Ж1;КАТ16;Р13;7757;3;Средний;20;1.3;0.82;5;4.3;2.72;42
Пермь;27.01.2015;13:34:47;К20;П409;Ж2;КАТ2;Р11;7742;2;Второй;20;0;0;0;1.96;1.24;19
Пермь;27.01.2015;12:51:59;К20;П409;Ж2;КАТ2;Р13;7757;3;Средний;20;1.01;0.67;4;2.17;1.45;21
Пермь;27.01.2015;12:10:37;К20;П409;Ж2;КАТ2;Р14;7798;3;Средний;10;0;0;0;2.87;0.96;28
Пермь;27.01.2015;15:39:52;К20;П392;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;2.87;1.91;28
Пермь;27.01.2015;16:15:27;К20;П392;Ж2;КАТ2;Р15;7827;3;Средний;10;0;0;0;3.69;1.23;36
Пермь;27.01.2015;14:51:44;К11;П399;Ж2;КАТ2;Р11;7742;1;Первый;20;0.69;0.46;3;1.21;0.81;12
Пермь;27.01.2015;21:50:54;К11;П400;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;3.8;2.53;37
Пермь;27.01.2015;11:46:26;К11;П503;Ж2;КАТ2;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;27.01.2015;13:39:20;К22;П8;Ж3;КАТ3;Р11;7742;3;Средний;20;0;0;0;0.46;0.31;5
Пермь;27.01.2015;14:30:37;К22;П8;Ж3;КАТ3;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;27.01.2015;12:35:02;К22;П8;Ж3;КАТ3;Р13;7757;5;Средний;20;0;0;0;0.36;0.24;3
Пермь;27.01.2015;14:07:13;К22;П8;Ж3;КАТ3;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;27.01.2015;0:08:43;К22;П8;Ж3;КАТ3;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;27.01.2015;13:51:30;К22;П8;Ж3;КАТ3;Р11;7781;3;Средний;10;0;0;0;0;0;0
Пермь;27.01.2015;15:08:58;К22;П414;Ж2;КАТ2;Р13;7757;1;Первый;20;1.01;0.67;4;1.73;1.16;17
Пермь;27.01.2015;15:36:08;К22;П414;Ж2;КАТ2;Р14;7798;3;Средний;10;2.18;0.73;9;2.22;0.74;22
Пермь;27.01.2015;12:09:02;К22;П663;Ж2;КАТ1;Р11;7742;3;Средний;20;0.73;0.49;3;0.3;0.2;3
Пермь;27.01.2015;18:41:49;К22;П415;Ж2;КАТ2;Р13;7757;2;Второй;20;1.18;0.79;5;0.49;0.33;5
Пермь;27.01.2015;17:07:39;К22;П435;Ж2;КАТ2;Р11;7742;3;Средний;20;0;0;0;0.47;0.31;5
Пермь;27.01.2015;9:12:02;К22;П416;Ж2;КАТ2;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;27.01.2015;9:24:20;К22;П416;Ж2;КАТ2;Р13;7757;3;Средний;20;1.27;0.85;5;0.79;0.53;8
Пермь;27.01.2015;9:09:06;К25;П410;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0.84;0.56;8
Пермь;27.01.2015;10:12:01;К25;П410;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0.84;0.56;8
Пермь;27.01.2015;9:31:57;К25;П410;Ж2;КАТ1;Р13;7757;6;Последний;20;0;0;0;0.84;0.56;8
Пермь;27.01.2015;10:30:28;К25;П410;Ж2;КАТ1;Р13;7757;3;Средний;20;0;0;0;0.84;0.56;8
Пермь;27.01.2015;19:15:04;К25;П412;Ж2;КАТ2;Р11;7742;6;Предпоследний;20;2.06;1.37;8;1.16;0.77;11
Пермь;27.01.2015;18:11:00;К25;П412;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;27.01.2015;22:58:15;К25;П209;Ж5;КАТ4;Р13;7757;4;Средний;20;0;0;0;0.99;0.63;10
Пермь;27.01.2015;12:19:08;К25;П211;Ж2;КАТ2;Р12;7858;8;Предпоследний;10;0;0;0;0.84;0.28;8
Пермь;27.01.2015;16:28:06;К25;П396;Ж2;КАТ2;Р11;7742;2;Второй;20;0;0;0;0.36;0.24;3
Пермь;27.01.2015;22:13:09;К29;П1449;Ж2;КАТ1;Р11;7742;1;Первый;20;4.78;3.19;19;2.33;1.56;23
Пермь;27.01.2015;14:06:55;К29;П417;Ж2;КАТ2;Р11;7742;1;Первый;20;0;0;0;0;0;0
Пермь;27.01.2015;19:50:32;К29;П417;Ж2;КАТ2;Р13;7757;3;Средний;20;1.51;1.01;6;1.24;0.83;12
Пермь;27.01.2015;14:54:33;К29;П417;Ж2;КАТ2;Р11;7781;1;Первый;10;2.66;0.89;11;3.04;1.01;30
Пермь;27.01.2015;14:19:33;К29;П417;Ж2;КАТ2;Р14;7798;2;Второй;10;0;0;0;1.11;0.37;11
Пермь;27.01.2015;13:51:07;К29;П404;Ж2;КАТ1;Р12;7858;1;Первый;10;0;0;0;0.82;0.27;8
Пермь;27.01.2015;13:14:29;К16;П418;Ж3;КАТ20;Р12;7858;2;Второй;10;2.6;0.87;11;1.08;0.36;11
Пермь;27.01.2015;0:19:24;К27;П1417;Ж2;КАТ1;Р12;7858;3;Средний;10;0.95;0.32;4;0.39;0.13;4
Пермь;27.01.2015;13:19:20;К27;П1292;Ж2;КАТ12;Р13;7757;3;Средний;20;0.95;0.63;4;0.39;0.26;4
Пермь;27.01.2015;15:24:11;К27;П429;Ж7;КАТ19;Р11;7742;4;Средний;20;0;0;0;0.53;0.35;5
Пермь;27.01.2015;11:18:35;К27;П202;Ж2;КАТ12;Р11;7742;3;Средний;20;2.36;1.57;10;0.98;0.65;10
Пермь;27.01.2015;16:20:41;К27;П202;Ж2;КАТ12;Р15;7827;2;Второй;10;0;0;0;0;0;0
Пермь;27.01.2015;18:19:42;К27;П373;Ж2;КАТ12;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;27.01.2015;10:16:08;К27;П373;Ж2;КАТ12;Р13;7757;4;Средний;20;0.95;0.63;4;1;0.67;10
Пермь;27.01.2015;21:28:11;К27;П419;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;27.01.2015;9:09:51;К32;П491;Ж5;КАТ4;Р11;7742;3;Средний;20;0;0;0;0.42;0.28;4
Пермь;27.01.2015;20:13:14;К32;П483;Ж2;КАТ2;Р11;7742;4;Средний;20;2.06;1.37;8;0.85;0.57;8
Пермь;27.01.2015;16:09:17;К32;П483;Ж2;КАТ2;Р13;7757;4;Средний;20;0;0;0;0.35;0.23;3
Пермь;27.01.2015;20:36:59;К32;П483;Ж2;КАТ2;Р14;7798;5;Средний;10;2.06;0.69;8;0.85;0.28;8
Пермь;27.01.2015;14:09:52;К32;П484;Ж3;КАТ11;Р11;7742;5;Предпоследний;20;0;0;0;0;0;0
Пермь;27.01.2015;18:39:08;К32;П484;Ж3;КАТ11;Р11;7742;3;Средний;20;0;0;0;0.29;0.19;3
Пермь;27.01.2015;13:36:46;К32;П484;Ж3;КАТ11;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;27.01.2015;19:09:29;К32;П484;Ж3;КАТ11;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;27.01.2015;18:49:34;К32;П484;Ж3;КАТ11;Р14;7798;2;Второй;10;0;0;0;0;0;0
Пермь;27.01.2015;23:50:59;К32;П485;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;27.01.2015;0:51:26;К32;П485;Ж2;КАТ2;Р15;7827;3;Предпоследний;10;0;0;0;0;0;0
Пермь;27.01.2015;0:24:34;К32;П485;Ж2;КАТ2;Р12;7858;4;Средний;10;0;0;0;0;0;0
Пермь;27.01.2015;10:42:31;К32;П552;Ж3;КАТ3;Р11;7742;3;Средний;20;0;0;0;0.42;0.28;4
